[2023/12/19 22:12:10 234]  [正在初始地图文件 0 (2/848)]
[2023/12/19 22:12:10 251]  [正在初始地图文件 D413 (169/848)]
[2023/12/19 22:12:10 251]  [正在初始地图文件 D402 (173/848)]
[2023/12/19 22:12:10 251]  [正在初始地图文件 D414 (177/848)]
[2023/12/19 22:12:10 251]  [正在初始地图文件 D403 (181/848)]
[2023/12/19 22:12:10 251]  [正在初始地图文件 D412 (185/848)]
[2023/12/19 22:12:10 252]  [正在初始地图文件 D404 (192/848)]
[2023/12/19 22:12:10 252]  [正在初始地图文件 D416 (195/848)]
[2023/12/19 22:12:10 253]  [正在初始地图文件 D405 (202/848)]
[2023/12/19 22:12:10 253]  [正在初始地图文件 D415 (203/848)]
[2023/12/19 22:12:10 254]  [正在初始地图文件 D406 (210/848)]
[2023/12/19 22:12:10 255]  [正在初始地图文件 3 (214/848)]
[2023/12/19 22:12:10 256]  [正在初始地图文件 0143 (217/848)]
[2023/12/19 22:12:10 256]  [正在初始地图文件 0144 (220/848)]
[2023/12/19 22:12:10 257]  [正在初始地图文件 0145 (225/848)]
[2023/12/19 22:12:10 257]  [正在初始地图文件 0146 (231/848)]
[2023/12/19 22:12:10 258]  [正在初始地图文件 0147 (236/848)]
[2023/12/19 22:12:10 258]  [正在初始地图文件 0148 (239/848)]
[2023/12/19 22:12:10 258]  [正在初始地图文件 0149 (242/848)]
[2023/12/19 22:12:10 258]  [正在初始地图文件 0158 (247/848)]
[2023/12/19 22:12:10 258]  [正在初始地图文件 0159 (253/848)]
[2023/12/19 22:12:10 258]  [正在初始地图文件 0160 (257/848)]
[2023/12/19 22:12:10 258]  [正在初始地图文件 0161 (261/848)]
[2023/12/19 22:12:10 259]  [正在初始地图文件 0150 (269/848)]
[2023/12/19 22:12:10 259]  [正在初始地图文件 0151 (276/848)]
[2023/12/19 22:12:10 259]  [正在初始地图文件 0152 (287/848)]
[2023/12/19 22:12:10 259]  [正在初始地图文件 0153 (291/848)]
[2023/12/19 22:12:10 260]  [正在初始地图文件 0154 (297/848)]
[2023/12/19 22:12:10 260]  [正在初始地图文件 0155 (305/848)]
[2023/12/19 22:12:10 260]  [正在初始地图文件 0156 (311/848)]
[2023/12/19 22:12:10 260]  [正在初始地图文件 0157 (317/848)]
[2023/12/19 22:12:10 260]  [正在初始地图文件 D501 (321/848)]
[2023/12/19 22:12:10 261]  [正在初始地图文件 D502 (325/848)]
[2023/12/19 22:12:10 261]  [正在初始地图文件 D503 (329/848)]
[2023/12/19 22:12:10 261]  [正在初始地图文件 D504 (333/848)]
[2023/12/19 22:12:10 261]  [正在初始地图文件 D505 (337/848)]
[2023/12/19 22:12:10 261]  [正在初始地图文件 D5061 (341/848)]
[2023/12/19 22:12:10 261]  [正在初始地图文件 D5071 (348/848)]
[2023/12/19 22:12:10 262]  [正在初始地图文件 D5072 (352/848)]
[2023/12/19 22:12:10 262]  [正在初始地图文件 D5073 (356/848)]
[2023/12/19 22:12:10 262]  [正在初始地图文件 D5074 (360/848)]
[2023/12/19 22:12:10 262]  [正在初始地图文件 D515 (364/848)]
[2023/12/19 22:12:10 263]  [正在初始地图文件 D701 (369/848)]
[2023/12/19 22:12:10 263]  [正在初始地图文件 D710 (382/848)]
[2023/12/19 22:12:10 263]  [正在初始地图文件 D711 (386/848)]
[2023/12/19 22:12:10 263]  [正在初始地图文件 D712 (390/848)]
[2023/12/19 22:12:10 263]  [正在初始地图文件 D713 (394/848)]
[2023/12/19 22:12:10 264]  [正在初始地图文件 D714 (398/848)]
[2023/12/19 22:12:10 264]  [正在初始地图文件 D715 (402/848)]
[2023/12/19 22:12:10 264]  [正在初始地图文件 D71601 (406/848)]
[2023/12/19 22:12:10 266]  [正在初始地图文件 D71602 (408/848)]
[2023/12/19 22:12:10 266]  [正在初始地图文件 D71603 (410/848)]
[2023/12/19 22:12:10 266]  [正在初始地图文件 D71604 (412/848)]
[2023/12/19 22:12:10 267]  [正在初始地图文件 D71605 (414/848)]
[2023/12/19 22:12:10 268]  [正在初始地图文件 D71606 (416/848)]
[2023/12/19 22:12:10 269]  [正在初始地图文件 D716 (419/848)]
[2023/12/19 22:12:10 270]  [正在初始地图文件 D717 (423/848)]
[2023/12/19 22:12:10 271]  [正在初始地图文件 R001 (426/848)]
[2023/12/19 22:12:10 271]  [正在初始地图文件 D601 (432/848)]
[2023/12/19 22:12:10 272]  [正在初始地图文件 D602 (440/848)]
[2023/12/19 22:12:10 272]  [正在初始地图文件 D603 (450/848)]
[2023/12/19 22:12:10 273]  [正在初始地图文件 D604 (460/848)]
[2023/12/19 22:12:10 274]  [正在初始地图文件 D605 (465/848)]
[2023/12/19 22:12:10 275]  [正在初始地图文件 D606 (469/848)]
[2023/12/19 22:12:10 275]  [正在初始地图文件 D607 (472/848)]
[2023/12/19 22:12:10 276]  [正在初始地图文件 D608 (473/848)]
[2023/12/19 22:12:10 277]  [正在初始地图文件 D609 (477/848)]
[2023/12/19 22:12:10 278]  [正在初始地图文件 D610 (484/848)]
[2023/12/19 22:12:10 279]  [正在初始地图文件 D611 (485/848)]
[2023/12/19 22:12:10 280]  [正在初始地图文件 D612 (491/848)]
[2023/12/19 22:12:10 281]  [正在初始地图文件 D613 (501/848)]
[2023/12/19 22:12:10 282]  [正在初始地图文件 D614 (505/848)]
[2023/12/19 22:12:10 283]  [正在初始地图文件 D615 (509/848)]
[2023/12/19 22:12:10 283]  [正在初始地图文件 D616 (513/848)]
[2023/12/19 22:12:10 284]  [正在初始地图文件 D617 (517/848)]
[2023/12/19 22:12:10 285]  [正在初始地图文件 D618 (521/848)]
[2023/12/19 22:12:10 286]  [正在初始地图文件 M001 (530/848)]
[2023/12/19 22:12:10 286]  [正在初始地图文件 Q004 (533/848)]
[2023/12/19 22:12:10 287]  [正在初始地图文件 D421 (536/848)]
[2023/12/19 22:12:10 287]  [正在初始地图文件 D422 (537/848)]
[2023/12/19 22:12:10 288]  [正在初始地图文件 D422 (538/848)]
[2023/12/19 22:12:10 289]  [正在初始地图文件 11 (545/848)]
[2023/12/19 22:12:10 289]  [正在初始地图文件 1002 (549/848)]
[2023/12/19 22:12:10 290]  [正在初始地图文件 12 (553/848)]
[2023/12/19 22:12:10 290]  [正在初始地图文件 D10011 (558/848)]
[2023/12/19 22:12:10 291]  [正在初始地图文件 D10012 (562/848)]
[2023/12/19 22:12:10 292]  [正在初始地图文件 D10013 (566/848)]
[2023/12/19 22:12:10 292]  [正在初始地图文件 D1002 (570/848)]
[2023/12/19 22:12:10 293]  [正在初始地图文件 D10031 (578/848)]
[2023/12/19 22:12:10 294]  [正在初始地图文件 D10032 (582/848)]
[2023/12/19 22:12:10 294]  [正在初始地图文件 D1004 (586/848)]
[2023/12/19 22:12:10 295]  [正在初始地图文件 D10051 (592/848)]
[2023/12/19 22:12:10 297]  [正在初始地图文件 D10052 (596/848)]
[2023/12/19 22:12:10 297]  [正在初始地图文件 D10061 (600/848)]
[2023/12/19 22:12:10 298]  [正在初始地图文件 D10062 (604/848)]
[2023/12/19 22:12:10 299]  [正在初始地图文件 4 (611/848)]
[2023/12/19 22:12:10 300]  [正在初始地图文件 B341 (613/848)]
[2023/12/19 22:12:10 300]  [正在初始地图文件 D2000 (625/848)]
[2023/12/19 22:12:10 301]  [正在初始地图文件 D2001 (631/848)]
[2023/12/19 22:12:10 301]  [正在初始地图文件 D2002 (635/848)]
[2023/12/19 22:12:10 302]  [正在初始地图文件 D2004 (639/848)]
[2023/12/19 22:12:10 303]  [正在初始地图文件 D2005 (643/848)]
[2023/12/19 22:12:10 303]  [正在初始地图文件 D2006 (647/848)]
[2023/12/19 22:12:10 304]  [正在初始地图文件 D2007 (651/848)]
[2023/12/19 22:12:10 305]  [正在初始地图文件 D10054 (658/848)]
[2023/12/19 22:12:10 305]  [正在初始地图文件 D2008 (660/848)]
[2023/12/19 22:12:10 306]  [正在初始地图文件 D2009 (664/848)]
[2023/12/19 22:12:10 307]  [正在初始地图文件 D2010 (668/848)]
[2023/12/19 22:12:10 308]  [正在初始地图文件 D10053 (675/848)]
[2023/12/19 22:12:10 308]  [正在初始地图文件 D2011 (678/848)]
[2023/12/19 22:12:10 309]  [正在初始地图文件 D2012 (682/848)]
[2023/12/19 22:12:10 311]  [正在初始地图文件 D2013 (686/848)]
[2023/12/19 22:12:10 312]  [正在初始地图文件 M100 (692/848)]
[2023/12/19 22:12:10 314]  [正在初始地图文件 M101 (696/848)]
[2023/12/19 22:12:10 316]  [正在初始地图文件 H001 (707/848)]
[2023/12/19 22:12:10 317]  [正在初始地图文件 H002 (708/848)]
[2023/12/19 22:12:10 318]  [正在初始地图文件 H003 (711/848)]
[2023/12/19 22:12:10 319]  [正在初始地图文件 H004 (717/848)]
[2023/12/19 22:12:10 320]  [正在初始地图文件 H005 (721/848)]
[2023/12/19 22:12:10 321]  [正在初始地图文件 H006 (725/848)]
[2023/12/19 22:12:10 321]  [正在初始地图文件 H007 (729/848)]
[2023/12/19 22:12:10 322]  [正在初始地图文件 T1061 (733/848)]
[2023/12/19 22:12:10 323]  [正在初始地图文件 T2061 (735/848)]
[2023/12/19 22:12:10 323]  [正在初始地图文件 T2062 (737/848)]
[2023/12/19 22:12:10 324]  [正在初始地图文件 T2063 (739/848)]
[2023/12/19 22:12:10 325]  [正在初始地图文件 T3061 (741/848)]
[2023/12/19 22:12:10 326]  [正在初始地图文件 T3062 (743/848)]
[2023/12/19 22:12:10 327]  [正在初始地图文件 H008 (746/848)]
[2023/12/19 22:12:10 328]  [正在初始地图文件 H009 (749/848)]
[2023/12/19 22:12:10 329]  [正在初始地图文件 H010 (753/848)]
[2023/12/19 22:12:10 330]  [正在初始地图文件 H102 (761/848)]
[2023/12/19 22:12:10 330]  [正在初始地图文件 H106 (764/848)]
[2023/12/19 22:12:10 331]  [正在初始地图文件 T232 (770/848)]
[2023/12/19 22:12:10 332]  [正在初始地图文件 T218 (772/848)]
[2023/12/19 22:12:10 333]  [正在初始地图文件 T339 (774/848)]
[2023/12/19 22:12:10 333]  [正在初始地图文件 T219 (776/848)]
[2023/12/19 22:12:10 334]  [正在初始地图文件 T315 (778/848)]
[2023/12/19 22:12:10 335]  [正在初始地图文件 T118 (780/848)]
[2023/12/19 22:12:10 335]  [正在初始地图文件 H201 (786/848)]
[2023/12/19 22:12:10 336]  [正在初始地图文件 H202 (787/848)]
[2023/12/19 22:12:10 336]  [正在初始地图文件 H203 (790/848)]
[2023/12/19 22:12:10 337]  [正在初始地图文件 H204 (793/848)]
[2023/12/19 22:12:10 338]  [正在初始地图文件 XSC (798/848)]
[2023/12/19 22:12:10 338]  [正在初始地图文件 DBDT (799/848)]
[2023/12/19 22:12:10 339]  [正在初始地图文件 DJT (800/848)]
[2023/12/19 22:12:10 340]  [正在初始地图文件 WP09 (801/848)]
[2023/12/19 22:12:10 341]  [正在初始地图文件 WP18 (802/848)]
[2023/12/19 22:12:10 343]  [正在初始地图文件 WP27 (803/848)]
[2023/12/19 22:12:10 344]  [正在初始地图文件 WP34 (804/848)]
[2023/12/19 22:12:10 345]  [正在初始地图文件 0150 (805/848)]
[2023/12/19 22:12:10 345]  [正在初始地图文件 D701 (806/848)]
[2023/12/19 22:12:10 346]  [正在初始地图文件 WP02 (810/848)]
[2023/12/19 22:12:10 347]  [正在初始地图文件 WP04 (811/848)]
[2023/12/19 22:12:10 348]  [正在初始地图文件 WP14 (812/848)]
[2023/12/19 22:12:10 348]  [正在初始地图文件 WP06 (813/848)]
[2023/12/19 22:12:10 349]  [正在初始地图文件 WP10 (814/848)]
[2023/12/19 22:12:10 350]  [正在初始地图文件 WP19 (815/848)]
[2023/12/19 22:12:10 351]  [正在初始地图文件 WP26 (816/848)]
[2023/12/19 22:12:10 352]  [正在初始地图文件 WP05 (817/848)]
[2023/12/19 22:12:10 352]  [正在初始地图文件 WP30 (818/848)]
[2023/12/19 22:12:10 353]  [正在初始地图文件 WP00 (819/848)]
[2023/12/19 22:12:10 354]  [正在初始地图文件 WP31 (820/848)]
[2023/12/19 22:12:10 354]  [正在初始地图文件 WP32 (821/848)]
[2023/12/19 22:12:10 355]  [正在初始地图文件 WP33 (822/848)]
[2023/12/19 22:12:10 357]  [正在初始地图文件 WP20 (825/848)]
[2023/12/19 22:12:10 358]  [正在初始地图文件 WP21 (826/848)]
[2023/12/19 22:12:10 359]  [正在初始地图文件 WP22 (827/848)]
[2023/12/19 22:12:10 359]  [正在初始地图文件 WP24 (829/848)]
[2023/12/19 22:12:10 360]  [正在初始地图文件 WP25 (830/848)]
[2023/12/19 22:12:10 361]  [正在初始地图文件 WP12 (832/848)]
[2023/12/19 22:12:10 361]  [正在初始地图文件 WP13 (833/848)]
[2023/12/19 22:12:10 362]  [正在初始地图文件 WP15 (835/848)]
[2023/12/19 22:12:10 363]  [正在初始地图文件 WP16 (836/848)]
[2023/12/19 22:12:10 363]  [正在初始地图文件 WP07 (837/848)]
[2023/12/19 22:12:10 364]  [正在初始地图文件 WP28 (839/848)]
[2023/12/19 22:12:10 365]  [正在初始地图文件 WP08 (840/848)]
[2023/12/19 22:12:10 365]  [正在初始地图文件 WP11 (842/848)]
[2023/12/19 22:12:10 366]  [正在初始地图文件 WP01 (844/848)]
[2023/12/19 22:12:10 366]  [正在初始地图文件 WP23 (845/848)]
[2023/12/19 22:12:10 367]  [正在初始地图文件 WP29 (846/848)]
[2023/12/19 22:12:10 367]  [正在初始地图文件 WP35 (847/848)]
[2023/12/19 22:12:10 368]  [正在初始地图文件 WP03 (848/848)]
[2023/12/19 22:12:10 881] {异常} 刷怪配置错误, 行113, 没这个地图: [E605]
[2023/12/19 22:12:10 881] {异常} 刷怪配置错误, 行114, 没这个地图: [E605]
[2023/12/19 22:12:10 881] {异常} 刷怪配置错误, 行119, 没这个地图: [E601]
[2023/12/19 22:12:10 881] {异常} 刷怪配置错误, 行120, 没这个地图: [E601]
[2023/12/19 22:12:10 922] {异常} 刷怪配置错误, 行2531, 没这个地图: [H104]
[2023/12/19 22:12:10 922] {异常} 刷怪配置错误, 行2532, 没这个地图: [H104]
[2023/12/19 22:12:10 922] {异常} 刷怪配置错误, 行2533, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2534, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2535, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2536, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2537, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2538, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2539, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2540, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2541, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2542, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2543, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2544, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2545, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2546, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2547, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2548, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2549, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2550, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2551, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2552, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2553, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2554, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2555, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2557, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2558, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2559, 没这个地图: [H104]
[2023/12/19 22:12:10 923] {异常} 刷怪配置错误, 行2560, 没这个地图: [H104]
[2023/12/19 22:12:11 042] 已读取 2个行会信息...
[2023/12/19 22:12:11 054] {YouMeSDK}App Key：YOUME07FE20B...
[2023/12/19 22:12:11 054] {YouMeSDK}Api Key：1b96380f1a9f...
[2023/12/19 22:12:11 054] {YouMeSDK}App Secret：t8IKpTDli...
[2023/12/19 22:12:11 065] 已读取 1个城堡信息...
[2023/12/19 22:12:11 079] [错误信息] 城堡初始化城门失败，检查怪物数据库里有没城门的设置: 沙巴克城门
[2023/12/19 22:12:11 079] [错误信息] 城堡初始化左城墙失败，检查怪物数据库里有没左城墙的设置: 沙巴克左城墙
[2023/12/19 22:12:11 079] [错误信息] 城堡初始化中城墙失败，检查怪物数据库里有没中城墙的设置: 沙巴克右城墙
[2023/12/19 22:12:11 079] [错误信息] 城堡初始化右城墙失败，检查怪物数据库里有没右城墙的设置: 沙巴克中城墙
[2023/12/19 22:12:11 747] 
[2023/12/19 22:12:11 747] 
[2023/12/19 22:12:11 747] 本引擎为免费软件，仅供学习研究使用，禁止使用于商业活动或者其他侵权行为，否则后果自负。
[2023/12/19 22:12:11 747] 官方网站: 引擎
[2023/12/19 22:12:11 747] 程序论坛: 引擎
[2023/12/19 22:12:11 747] 
[2023/12/19 22:12:11 757] {统计}GameServer: 处理:0/0 传输:0/0 角色:0/0
[2023/12/19 22:12:11 757] 登录服务器(127.0.0.1:5600)连接成功...
[2023/12/19 22:12:13 749] {日志} 游戏网关端口(127.0.0.1:5000)打开成功
[2023/12/19 22:12:15 371] 游戏网关[0]R(127.0.0.1:52208)=>L(127.0.0.1:5000)已打开
[2023/12/19 22:12:15 425] 数据库服务器(127.0.0.1:6000)连接成功...
[2023/12/19 22:12:15 465] {加载} 租赁商店数据
[2023/12/19 22:12:16 725] [连接] LS选服添加会话:admin1/2
[2023/12/19 22:12:56 911] {保存} 保存角色完成: ddmir5, TICK: 156
[2023/12/19 22:17:10 002] 在线数: 0 (0/0)
[2023/12/19 22:17:11 786] {统计}GameServer: 处理:16/47 传输:0/15 角色:16/16
[2023/12/19 22:18:38 473] [连接] LS请求关闭会话:admin1/2
[2023/12/19 22:18:39 286] [连接] LS选服添加会话:admin1/3
[2023/12/19 22:20:41 759] {保存} 保存无限仓库和租赁商店
[2023/12/19 22:20:42 350] {保存} 保存变量
[2023/12/19 22:20:42 356] {保存} 系统数据, 类型: 1
[2023/12/19 22:22:10 029] 在线数: 0 (0/0)
[2023/12/19 22:22:11 806] {统计}GameServer: 处理:31/47 传输:16/16 角色:16/16
[2023/12/19 22:24:20 813] [连接] LS请求关闭会话:admin1/3
[2023/12/19 22:24:21 749] [连接] LS选服添加会话:admin1/4
[2023/12/19 22:27:10 044] 在线数: 0 (0/0)
[2023/12/19 22:27:11 808] {统计}GameServer: 处理:16/47 传输:0/16 角色:16/32
[2023/12/19 22:29:11 753] {保存} 保存无限仓库和租赁商店
[2023/12/19 22:29:11 754] {保存} 保存变量
[2023/12/19 22:29:11 797] {保存} 系统数据, 类型: 1
[2023/12/19 22:30:03 417] [连接] LS请求关闭会话:admin1/4
[2023/12/19 22:30:04 198] [连接] LS选服添加会话:admin1/5
[2023/12/19 22:32:10 072] 在线数: 0 (0/0)
[2023/12/19 22:32:11 824] {统计}GameServer: 处理:16/47 传输:0/16 角色:16/32
[2023/12/19 22:35:45 923] [连接] LS请求关闭会话:admin1/5
[2023/12/19 22:35:46 615] [连接] LS选服添加会话:admin1/6
[2023/12/19 22:37:10 078] 在线数: 0 (0/0)
[2023/12/19 22:37:11 852] {统计}GameServer: 处理:16/47 传输:0/16 角色:16/32
[2023/12/19 22:37:41 747] {保存} 保存无限仓库和租赁商店
[2023/12/19 22:37:42 375] {保存} 保存变量
[2023/12/19 22:37:42 389] {保存} 系统数据, 类型: 1
[2023/12/19 22:39:36 095] [连接] LS请求关闭会话:admin1/6
[2023/12/19 22:39:52 703] {卡顿} ProcessMonsters, tick [156]
[2023/12/19 22:39:58 886] {卡顿} ProcessMonsters, tick [344]
[2023/12/19 22:40:03 251] {卡顿} ProcessMonsters, tick [594]
[2023/12/19 22:40:12 462] {卡顿} ProcessMonsters, tick [625]
[2023/12/19 22:40:15 433] {卡顿} NPC: 传送员, tick [203]
[2023/12/19 22:40:17 181] {卡顿} ProcessMonsters, tick [125]
[2023/12/19 22:40:22 034] {卡顿} NPC: 铁匠铺, tick [250]
[2023/12/19 22:40:22 569] {卡顿} ProcessMonsters, tick [219]
[2023/12/19 22:40:23 087] {卡顿} ProcessMonsters, tick [156]
[2023/12/19 22:40:27 442] {卡顿} ProcessMonsters, tick [172]
[2023/12/19 22:40:28 557] {卡顿} ProcessMonsters, tick [328]
[2023/12/19 22:40:31 203] {卡顿} ProcessMonsters, tick [422]
[2023/12/19 22:40:33 432] {卡顿} ProcessMonsters, tick [391]
[2023/12/19 22:40:34 307] {卡顿} ProcessMonsters, tick [235]
[2023/12/19 22:40:35 108] {卡顿} ProcessMonsters, tick [47]
[2023/12/19 22:40:36 193] {卡顿} ProcessMonsters, tick [141]
[2023/12/19 22:41:15 043] [连接] LS选服添加会话:admin1/7
[2023/12/19 22:41:21 629] {保存} 保存角色完成: ddmir5, TICK: 125
[2023/12/19 22:42:10 090] 在线数: 0 (0/0)
[2023/12/19 22:42:11 868] {统计}GameServer: 处理:438/641 传输:0/16 角色:422/641
[2023/12/19 22:42:17 121] [连接] LS请求关闭会话:admin1/7
[2023/12/19 22:42:33 516] {卡顿} ProcessMonsters, tick [219]
[2023/12/19 22:42:37 480] {卡顿} ProcessMonsters, tick [235]
[2023/12/19 22:42:38 417] {卡顿} ProcessMonsters, tick [78]
[2023/12/19 22:42:48 678] {卡顿} ProcessMonsters, tick [266]
[2023/12/19 22:43:00 681] {卡顿} ProcessMonsters, tick [172]
[2023/12/19 22:43:01 925] {卡顿} ProcessMonsters, tick [203]
[2023/12/19 22:43:10 651] {卡顿} ProcessMonsters, tick [234]
[2023/12/19 22:43:17 686] {卡顿} ProcessMonsters, tick [172]
[2023/12/19 22:43:18 783] {卡顿} ProcessMonsters, tick [281]
[2023/12/19 22:43:19 152] {卡顿} ProcessMonsters, tick [93]
[2023/12/19 22:43:22 012] {卡顿} ProcessMonsters, tick [47]
[2023/12/19 22:44:09 393] [连接] LS选服添加会话:admin1/8
[2023/12/19 22:46:11 750] {保存} 保存无限仓库和租赁商店
[2023/12/19 22:46:11 751] {保存} 保存变量
[2023/12/19 22:46:11 779] {保存} 系统数据, 类型: 1
[2023/12/19 22:47:10 104] 在线数: 0 (0/0)
[2023/12/19 22:47:11 886] {统计}GameServer: 处理:16/641 传输:0/16 角色:16/641
[2023/12/19 22:49:05 295] [连接] LS请求关闭会话:admin1/8
[2023/12/19 22:49:43 247] [连接] LS选服添加会话:admin1/9
[2023/12/19 22:51:39 433] [连接] LS请求关闭会话:admin1/9
[2023/12/19 22:52:10 146] 在线数: 0 (0/0)
[2023/12/19 22:52:11 921] {统计}GameServer: 处理:16/641 传输:0/16 角色:16/641
[2023/12/19 22:52:13 180] [连接] LS选服添加会话:admin1/10
[2023/12/19 22:54:18 804] [连接] LS请求关闭会话:admin1/10
[2023/12/19 22:54:41 749] {保存} 保存无限仓库和租赁商店
[2023/12/19 22:54:42 277] {保存} 保存变量
[2023/12/19 22:54:42 285] {保存} 系统数据, 类型: 1
[2023/12/19 22:54:56 564] [连接] LS选服添加会话:admin1/11
[2023/12/19 22:55:45 905] [连接] LS请求关闭会话:admin1/11
[2023/12/19 22:56:22 024] [连接] LS选服添加会话:admin1/12
[2023/12/19 22:57:10 165] 在线数: 0 (0/0)
[2023/12/19 22:57:11 946] {统计}GameServer: 处理:16/641 传输:0/16 角色:16/641
[2023/12/19 22:57:24 792] [连接] LS请求关闭会话:admin1/12
[2023/12/19 22:58:04 424] [连接] LS选服添加会话:admin1/13
[2023/12/19 22:59:18 801] [连接] LS请求关闭会话:admin1/13
[2023/12/19 22:59:54 269] [连接] LS选服添加会话:admin1/14
[2023/12/19 23:02:10 179] 在线数: 0 (0/0)
[2023/12/19 23:02:11 958] {统计}GameServer: 处理:16/641 传输:0/16 角色:16/641
[2023/12/19 23:03:11 753] {保存} 保存无限仓库和租赁商店
[2023/12/19 23:03:11 754] {保存} 保存变量
[2023/12/19 23:03:11 782] {保存} 系统数据, 类型: 1
[2023/12/19 23:03:28 706] [连接] LS请求关闭会话:admin1/14
[2023/12/19 23:04:03 926] [连接] LS选服添加会话:admin1/15
[2023/12/19 23:05:22 041] [连接] LS请求关闭会话:admin1/15
[2023/12/19 23:05:58 360] [连接] LS选服添加会话:admin1/16
[2023/12/19 23:07:10 202] 在线数: 0 (0/0)
[2023/12/19 23:07:11 979] {统计}GameServer: 处理:16/641 传输:0/16 角色:16/641
[2023/12/19 23:10:50 264] [连接] LS请求关闭会话:admin1/16
