[2023/12/23 0:20:53 847]  [正在初始地图文件 0 (2/945)]
[2023/12/23 0:20:53 866]  [正在初始地图文件 0118 (151/945)]
[2023/12/23 0:20:53 866]  [正在初始地图文件 0121 (164/945)]
[2023/12/23 0:20:53 867]  [正在初始地图文件 0127 (165/945)]
[2023/12/23 0:20:53 867]  [正在初始地图文件 0130 (166/945)]
[2023/12/23 0:20:53 867]  [正在初始地图文件 0131 (167/945)]
[2023/12/23 0:20:53 867]  [正在初始地图文件 0136 (168/945)]
[2023/12/23 0:20:53 868]  [正在初始地图文件 0132 (169/945)]
[2023/12/23 0:20:53 868]  [正在初始地图文件 0138 (170/945)]
[2023/12/23 0:20:53 868]  [正在初始地图文件 0141 (171/945)]
[2023/12/23 0:20:53 869]  [正在初始地图文件 0140 (172/945)]
[2023/12/23 0:20:53 869]  [正在初始地图文件 0127 (176/945)]
[2023/12/23 0:20:53 869]  [正在初始地图文件 0130 (180/945)]
[2023/12/23 0:20:53 869]  [正在初始地图文件 0131 (184/945)]
[2023/12/23 0:20:53 870]  [正在初始地图文件 0136 (188/945)]
[2023/12/23 0:20:53 870]  [正在初始地图文件 0132 (192/945)]
[2023/12/23 0:20:53 870]  [正在初始地图文件 0138 (200/945)]
[2023/12/23 0:20:53 870]  [正在初始地图文件 0141 (204/945)]
[2023/12/23 0:20:53 870]  [正在初始地图文件 0140 (210/945)]
[2023/12/23 0:20:53 871]  [正在初始地图文件 1 (215/945)]
[2023/12/23 0:20:53 871]  [正在初始地图文件 D021 (221/945)]
[2023/12/23 0:20:53 871]  [正在初始地图文件 D022 (225/945)]
[2023/12/23 0:20:53 871]  [正在初始地图文件 D023 (229/945)]
[2023/12/23 0:20:53 871]  [正在初始地图文件 D024 (233/945)]
[2023/12/23 0:20:53 872]  [正在初始地图文件 2 (238/945)]
[2023/12/23 0:20:53 872]  [正在初始地图文件 D401 (243/945)]
[2023/12/23 0:20:53 872]  [正在初始地图文件 D411 (247/945)]
[2023/12/23 0:20:53 872]  [正在初始地图文件 D413 (251/945)]
[2023/12/23 0:20:53 873]  [正在初始地图文件 D402 (255/945)]
[2023/12/23 0:20:53 873]  [正在初始地图文件 D414 (259/945)]
[2023/12/23 0:20:53 873]  [正在初始地图文件 D403 (263/945)]
[2023/12/23 0:20:53 873]  [正在初始地图文件 D412 (267/945)]
[2023/12/23 0:20:53 873]  [正在初始地图文件 D404 (274/945)]
[2023/12/23 0:20:53 874]  [正在初始地图文件 D416 (277/945)]
[2023/12/23 0:20:53 875]  [正在初始地图文件 D405 (284/945)]
[2023/12/23 0:20:53 876]  [正在初始地图文件 D415 (285/945)]
[2023/12/23 0:20:53 877]  [正在初始地图文件 D406 (292/945)]
[2023/12/23 0:20:53 878]  [正在初始地图文件 3 (296/945)]
[2023/12/23 0:20:53 878]  [正在初始地图文件 0143 (299/945)]
[2023/12/23 0:20:53 879]  [正在初始地图文件 0144 (300/945)]
[2023/12/23 0:20:53 879]  [正在初始地图文件 0145 (301/945)]
[2023/12/23 0:20:53 880]  [正在初始地图文件 0146 (302/945)]
[2023/12/23 0:20:53 880]  [正在初始地图文件 0147 (303/945)]
[2023/12/23 0:20:53 881]  [正在初始地图文件 0149 (304/945)]
[2023/12/23 0:20:53 883]  [正在初始地图文件 0158 (305/945)]
[2023/12/23 0:20:53 885]  [正在初始地图文件 0148 (306/945)]
[2023/12/23 0:20:53 885]  [正在初始地图文件 0159 (307/945)]
[2023/12/23 0:20:53 886]  [正在初始地图文件 0160 (308/945)]
[2023/12/23 0:20:53 887]  [正在初始地图文件 0161 (309/945)]
[2023/12/23 0:20:53 888]  [正在初始地图文件 0144 (312/945)]
[2023/12/23 0:20:53 889]  [正在初始地图文件 0145 (317/945)]
[2023/12/23 0:20:53 889]  [正在初始地图文件 0146 (325/945)]
[2023/12/23 0:20:53 890]  [正在初始地图文件 0147 (330/945)]
[2023/12/23 0:20:53 891]  [正在初始地图文件 0148 (333/945)]
[2023/12/23 0:20:53 891]  [正在初始地图文件 0149 (336/945)]
[2023/12/23 0:20:53 892]  [正在初始地图文件 0158 (341/945)]
[2023/12/23 0:20:53 892]  [正在初始地图文件 0159 (347/945)]
[2023/12/23 0:20:53 893]  [正在初始地图文件 0160 (351/945)]
[2023/12/23 0:20:53 894]  [正在初始地图文件 0161 (355/945)]
[2023/12/23 0:20:53 894]  [正在初始地图文件 0150 (363/945)]
[2023/12/23 0:20:53 896]  [正在初始地图文件 0151 (364/945)]
[2023/12/23 0:20:53 897]  [正在初始地图文件 0152 (365/945)]
[2023/12/23 0:20:53 899]  [正在初始地图文件 0153 (366/945)]
[2023/12/23 0:20:53 900]  [正在初始地图文件 0154 (367/945)]
[2023/12/23 0:20:53 901]  [正在初始地图文件 0155 (368/945)]
[2023/12/23 0:20:53 902]  [正在初始地图文件 0156 (369/945)]
[2023/12/23 0:20:53 903]  [正在初始地图文件 0151 (376/945)]
[2023/12/23 0:20:53 904]  [正在初始地图文件 0152 (387/945)]
[2023/12/23 0:20:53 904]  [正在初始地图文件 0153 (391/945)]
[2023/12/23 0:20:53 905]  [正在初始地图文件 0154 (397/945)]
[2023/12/23 0:20:53 905]  [正在初始地图文件 0155 (405/945)]
[2023/12/23 0:20:53 905]  [正在初始地图文件 0156 (411/945)]
[2023/12/23 0:20:53 905]  [正在初始地图文件 0157 (417/945)]
[2023/12/23 0:20:53 906]  [正在初始地图文件 D501 (421/945)]
[2023/12/23 0:20:53 906]  [正在初始地图文件 D502 (425/945)]
[2023/12/23 0:20:53 906]  [正在初始地图文件 D503 (429/945)]
[2023/12/23 0:20:53 906]  [正在初始地图文件 D504 (433/945)]
[2023/12/23 0:20:53 907]  [正在初始地图文件 D505 (437/945)]
[2023/12/23 0:20:53 907]  [正在初始地图文件 D5061 (441/945)]
[2023/12/23 0:20:53 907]  [正在初始地图文件 D5071 (448/945)]
[2023/12/23 0:20:53 907]  [正在初始地图文件 D5072 (452/945)]
[2023/12/23 0:20:53 908]  [正在初始地图文件 D5073 (456/945)]
[2023/12/23 0:20:53 909]  [正在初始地图文件 D5074 (460/945)]
[2023/12/23 0:20:53 909]  [正在初始地图文件 D515 (464/945)]
[2023/12/23 0:20:53 910]  [正在初始地图文件 D701 (469/945)]
[2023/12/23 0:20:53 911]  [正在初始地图文件 D710 (482/945)]
[2023/12/23 0:20:53 912]  [正在初始地图文件 D711 (486/945)]
[2023/12/23 0:20:53 914]  [正在初始地图文件 D712 (490/945)]
[2023/12/23 0:20:53 915]  [正在初始地图文件 D713 (494/945)]
[2023/12/23 0:20:53 916]  [正在初始地图文件 D714 (498/945)]
[2023/12/23 0:20:53 917]  [正在初始地图文件 D715 (502/945)]
[2023/12/23 0:20:53 917]  [正在初始地图文件 D71601 (506/945)]
[2023/12/23 0:20:53 918]  [正在初始地图文件 D71602 (508/945)]
[2023/12/23 0:20:53 918]  [正在初始地图文件 D71603 (510/945)]
[2023/12/23 0:20:53 919]  [正在初始地图文件 D71604 (512/945)]
[2023/12/23 0:20:53 919]  [正在初始地图文件 D71605 (514/945)]
[2023/12/23 0:20:53 919]  [正在初始地图文件 D71606 (516/945)]
[2023/12/23 0:20:53 920]  [正在初始地图文件 D716 (519/945)]
[2023/12/23 0:20:53 920]  [正在初始地图文件 D717 (523/945)]
[2023/12/23 0:20:53 920]  [正在初始地图文件 R001 (526/945)]
[2023/12/23 0:20:53 920]  [正在初始地图文件 D601 (532/945)]
[2023/12/23 0:20:53 921]  [正在初始地图文件 D602 (540/945)]
[2023/12/23 0:20:53 921]  [正在初始地图文件 D603 (550/945)]
[2023/12/23 0:20:53 921]  [正在初始地图文件 D604 (560/945)]
[2023/12/23 0:20:53 922]  [正在初始地图文件 D605 (565/945)]
[2023/12/23 0:20:53 922]  [正在初始地图文件 D606 (569/945)]
[2023/12/23 0:20:53 923]  [正在初始地图文件 D607 (572/945)]
[2023/12/23 0:20:53 923]  [正在初始地图文件 D608 (573/945)]
[2023/12/23 0:20:53 924]  [正在初始地图文件 D609 (577/945)]
[2023/12/23 0:20:53 925]  [正在初始地图文件 D610 (584/945)]
[2023/12/23 0:20:53 926]  [正在初始地图文件 D611 (585/945)]
[2023/12/23 0:20:53 927]  [正在初始地图文件 D612 (591/945)]
[2023/12/23 0:20:53 929]  [正在初始地图文件 D613 (601/945)]
[2023/12/23 0:20:53 931]  [正在初始地图文件 D614 (605/945)]
[2023/12/23 0:20:53 932]  [正在初始地图文件 D615 (609/945)]
[2023/12/23 0:20:53 933]  [正在初始地图文件 D616 (613/945)]
[2023/12/23 0:20:53 934]  [正在初始地图文件 D617 (617/945)]
[2023/12/23 0:20:53 935]  [正在初始地图文件 D618 (621/945)]
[2023/12/23 0:20:53 936]  [正在初始地图文件 M001 (627/945)]
[2023/12/23 0:20:53 936]  [正在初始地图文件 Q004 (630/945)]
[2023/12/23 0:20:53 937]  [正在初始地图文件 D421 (633/945)]
[2023/12/23 0:20:53 937]  [正在初始地图文件 D422 (634/945)]
[2023/12/23 0:20:53 938]  [正在初始地图文件 D422 (635/945)]
[2023/12/23 0:20:53 938]  [正在初始地图文件 11 (642/945)]
[2023/12/23 0:20:53 938]  [正在初始地图文件 1002 (646/945)]
[2023/12/23 0:20:53 939]  [正在初始地图文件 12 (650/945)]
[2023/12/23 0:20:53 940]  [正在初始地图文件 D10011 (655/945)]
[2023/12/23 0:20:53 941]  [正在初始地图文件 D10012 (659/945)]
[2023/12/23 0:20:53 941]  [正在初始地图文件 D10013 (663/945)]
[2023/12/23 0:20:53 943]  [正在初始地图文件 D1002 (667/945)]
[2023/12/23 0:20:53 945]  [正在初始地图文件 D10031 (675/945)]
[2023/12/23 0:20:53 947]  [正在初始地图文件 D10032 (679/945)]
[2023/12/23 0:20:53 948]  [正在初始地图文件 D1004 (683/945)]
[2023/12/23 0:20:53 949]  [正在初始地图文件 D10051 (689/945)]
[2023/12/23 0:20:53 950]  [正在初始地图文件 D10052 (693/945)]
[2023/12/23 0:20:53 951]  [正在初始地图文件 D10061 (697/945)]
[2023/12/23 0:20:53 951]  [正在初始地图文件 D10062 (701/945)]
[2023/12/23 0:20:53 951]  [正在初始地图文件 4 (708/945)]
[2023/12/23 0:20:53 952]  [正在初始地图文件 B341 (710/945)]
[2023/12/23 0:20:53 953]  [正在初始地图文件 D2000 (722/945)]
[2023/12/23 0:20:53 954]  [正在初始地图文件 D2001 (728/945)]
[2023/12/23 0:20:53 954]  [正在初始地图文件 D2002 (732/945)]
[2023/12/23 0:20:53 955]  [正在初始地图文件 D2004 (736/945)]
[2023/12/23 0:20:53 955]  [正在初始地图文件 D2005 (740/945)]
[2023/12/23 0:20:53 955]  [正在初始地图文件 D2006 (744/945)]
[2023/12/23 0:20:53 956]  [正在初始地图文件 D2007 (748/945)]
[2023/12/23 0:20:53 956]  [正在初始地图文件 D10054 (755/945)]
[2023/12/23 0:20:53 957]  [正在初始地图文件 D2008 (757/945)]
[2023/12/23 0:20:53 957]  [正在初始地图文件 D2009 (761/945)]
[2023/12/23 0:20:53 958]  [正在初始地图文件 D2010 (765/945)]
[2023/12/23 0:20:53 959]  [正在初始地图文件 D10053 (772/945)]
[2023/12/23 0:20:53 960]  [正在初始地图文件 D2011 (775/945)]
[2023/12/23 0:20:53 961]  [正在初始地图文件 D2012 (779/945)]
[2023/12/23 0:20:53 963]  [正在初始地图文件 D2013 (783/945)]
[2023/12/23 0:20:53 965]  [正在初始地图文件 M100 (789/945)]
[2023/12/23 0:20:53 966]  [正在初始地图文件 M101 (793/945)]
[2023/12/23 0:20:53 967]  [正在初始地图文件 H001 (804/945)]
[2023/12/23 0:20:53 967]  [正在初始地图文件 H002 (805/945)]
[2023/12/23 0:20:53 968]  [正在初始地图文件 H003 (808/945)]
[2023/12/23 0:20:53 968]  [正在初始地图文件 H004 (814/945)]
[2023/12/23 0:20:53 968]  [正在初始地图文件 H005 (818/945)]
[2023/12/23 0:20:53 969]  [正在初始地图文件 H006 (822/945)]
[2023/12/23 0:20:53 969]  [正在初始地图文件 H007 (826/945)]
[2023/12/23 0:20:53 969]  [正在初始地图文件 T1061 (830/945)]
[2023/12/23 0:20:53 969]  [正在初始地图文件 T2061 (832/945)]
[2023/12/23 0:20:53 969]  [正在初始地图文件 T2062 (834/945)]
[2023/12/23 0:20:53 970]  [正在初始地图文件 T2063 (836/945)]
[2023/12/23 0:20:53 970]  [正在初始地图文件 T3061 (838/945)]
[2023/12/23 0:20:53 970]  [正在初始地图文件 T3062 (840/945)]
[2023/12/23 0:20:53 971]  [正在初始地图文件 H008 (843/945)]
[2023/12/23 0:20:53 972]  [正在初始地图文件 H009 (846/945)]
[2023/12/23 0:20:53 973]  [正在初始地图文件 H010 (850/945)]
[2023/12/23 0:20:53 974]  [正在初始地图文件 H102 (858/945)]
[2023/12/23 0:20:53 977]  [正在初始地图文件 H106 (861/945)]
[2023/12/23 0:20:53 978]  [正在初始地图文件 T232 (867/945)]
[2023/12/23 0:20:53 979]  [正在初始地图文件 T218 (869/945)]
[2023/12/23 0:20:53 980]  [正在初始地图文件 T339 (871/945)]
[2023/12/23 0:20:53 980]  [正在初始地图文件 T219 (873/945)]
[2023/12/23 0:20:53 981]  [正在初始地图文件 T315 (875/945)]
[2023/12/23 0:20:53 981]  [正在初始地图文件 T118 (877/945)]
[2023/12/23 0:20:53 982]  [正在初始地图文件 H201 (883/945)]
[2023/12/23 0:20:53 982]  [正在初始地图文件 H202 (884/945)]
[2023/12/23 0:20:53 983]  [正在初始地图文件 H203 (887/945)]
[2023/12/23 0:20:53 983]  [正在初始地图文件 H204 (890/945)]
[2023/12/23 0:20:53 984]  [正在初始地图文件 XSC (895/945)]
[2023/12/23 0:20:53 984]  [正在初始地图文件 DBDT (896/945)]
[2023/12/23 0:20:53 985]  [正在初始地图文件 DJT (897/945)]
[2023/12/23 0:20:53 986]  [正在初始地图文件 WP09 (898/945)]
[2023/12/23 0:20:53 986]  [正在初始地图文件 WP18 (899/945)]
[2023/12/23 0:20:53 987]  [正在初始地图文件 WP27 (900/945)]
[2023/12/23 0:20:53 988]  [正在初始地图文件 WP34 (901/945)]
[2023/12/23 0:20:53 989]  [正在初始地图文件 0150 (902/945)]
[2023/12/23 0:20:53 991]  [正在初始地图文件 D701 (903/945)]
[2023/12/23 0:20:53 992]  [正在初始地图文件 WP02 (907/945)]
[2023/12/23 0:20:53 993]  [正在初始地图文件 WP04 (908/945)]
[2023/12/23 0:20:53 994]  [正在初始地图文件 WP14 (909/945)]
[2023/12/23 0:20:53 994]  [正在初始地图文件 WP06 (910/945)]
[2023/12/23 0:20:53 995]  [正在初始地图文件 WP10 (911/945)]
[2023/12/23 0:20:53 996]  [正在初始地图文件 WP19 (912/945)]
[2023/12/23 0:20:53 996]  [正在初始地图文件 WP26 (913/945)]
[2023/12/23 0:20:53 997]  [正在初始地图文件 WP05 (914/945)]
[2023/12/23 0:20:53 997]  [正在初始地图文件 WP30 (915/945)]
[2023/12/23 0:20:53 998]  [正在初始地图文件 WP00 (916/945)]
[2023/12/23 0:20:53 999]  [正在初始地图文件 WP31 (917/945)]
[2023/12/23 0:20:53 999]  [正在初始地图文件 WP32 (918/945)]
[2023/12/23 0:20:54 000]  [正在初始地图文件 WP33 (919/945)]
[2023/12/23 0:20:54 000]  [正在初始地图文件 WP20 (922/945)]
[2023/12/23 0:20:54 001]  [正在初始地图文件 WP21 (923/945)]
[2023/12/23 0:20:54 002]  [正在初始地图文件 WP22 (924/945)]
[2023/12/23 0:20:54 002]  [正在初始地图文件 WP24 (926/945)]
[2023/12/23 0:20:54 003]  [正在初始地图文件 WP25 (927/945)]
[2023/12/23 0:20:54 003]  [正在初始地图文件 WP12 (929/945)]
[2023/12/23 0:20:54 005]  [正在初始地图文件 WP13 (930/945)]
[2023/12/23 0:20:54 007]  [正在初始地图文件 WP15 (932/945)]
[2023/12/23 0:20:54 008]  [正在初始地图文件 WP16 (933/945)]
[2023/12/23 0:20:54 009]  [正在初始地图文件 WP07 (934/945)]
[2023/12/23 0:20:54 010]  [正在初始地图文件 WP28 (936/945)]
[2023/12/23 0:20:54 010]  [正在初始地图文件 WP08 (937/945)]
[2023/12/23 0:20:54 011]  [正在初始地图文件 WP11 (939/945)]
[2023/12/23 0:20:54 011]  [正在初始地图文件 WP01 (941/945)]
[2023/12/23 0:20:54 012]  [正在初始地图文件 WP23 (942/945)]
[2023/12/23 0:20:54 013]  [正在初始地图文件 WP29 (943/945)]
[2023/12/23 0:20:54 013]  [正在初始地图文件 WP35 (944/945)]
[2023/12/23 0:20:54 014]  [正在初始地图文件 WP03 (945/945)]
[2023/12/23 0:20:54 648] {异常} 刷怪配置错误, 行113, 没这个地图: [E605]
[2023/12/23 0:20:54 648] {异常} 刷怪配置错误, 行114, 没这个地图: [E605]
[2023/12/23 0:20:54 648] {异常} 刷怪配置错误, 行119, 没这个地图: [E601]
[2023/12/23 0:20:54 648] {异常} 刷怪配置错误, 行120, 没这个地图: [E601]
[2023/12/23 0:20:54 700] {异常} 刷怪配置错误, 行2531, 没这个地图: [H104]
[2023/12/23 0:20:54 700] {异常} 刷怪配置错误, 行2532, 没这个地图: [H104]
[2023/12/23 0:20:54 700] {异常} 刷怪配置错误, 行2533, 没这个地图: [H104]
[2023/12/23 0:20:54 700] {异常} 刷怪配置错误, 行2534, 没这个地图: [H104]
[2023/12/23 0:20:54 700] {异常} 刷怪配置错误, 行2535, 没这个地图: [H104]
[2023/12/23 0:20:54 700] {异常} 刷怪配置错误, 行2536, 没这个地图: [H104]
[2023/12/23 0:20:54 700] {异常} 刷怪配置错误, 行2537, 没这个地图: [H104]
[2023/12/23 0:20:54 700] {异常} 刷怪配置错误, 行2538, 没这个地图: [H104]
[2023/12/23 0:20:54 700] {异常} 刷怪配置错误, 行2539, 没这个地图: [H104]
[2023/12/23 0:20:54 700] {异常} 刷怪配置错误, 行2540, 没这个地图: [H104]
[2023/12/23 0:20:54 700] {异常} 刷怪配置错误, 行2541, 没这个地图: [H104]
[2023/12/23 0:20:54 700] {异常} 刷怪配置错误, 行2542, 没这个地图: [H104]
[2023/12/23 0:20:54 700] {异常} 刷怪配置错误, 行2543, 没这个地图: [H104]
[2023/12/23 0:20:54 700] {异常} 刷怪配置错误, 行2544, 没这个地图: [H104]
[2023/12/23 0:20:54 700] {异常} 刷怪配置错误, 行2545, 没这个地图: [H104]
[2023/12/23 0:20:54 700] {异常} 刷怪配置错误, 行2546, 没这个地图: [H104]
[2023/12/23 0:20:54 700] {异常} 刷怪配置错误, 行2547, 没这个地图: [H104]
[2023/12/23 0:20:54 700] {异常} 刷怪配置错误, 行2548, 没这个地图: [H104]
[2023/12/23 0:20:54 700] {异常} 刷怪配置错误, 行2549, 没这个地图: [H104]
[2023/12/23 0:20:54 701] {异常} 刷怪配置错误, 行2550, 没这个地图: [H104]
[2023/12/23 0:20:54 701] {异常} 刷怪配置错误, 行2551, 没这个地图: [H104]
[2023/12/23 0:20:54 701] {异常} 刷怪配置错误, 行2552, 没这个地图: [H104]
[2023/12/23 0:20:54 701] {异常} 刷怪配置错误, 行2553, 没这个地图: [H104]
[2023/12/23 0:20:54 701] {异常} 刷怪配置错误, 行2554, 没这个地图: [H104]
[2023/12/23 0:20:54 701] {异常} 刷怪配置错误, 行2555, 没这个地图: [H104]
[2023/12/23 0:20:54 701] {异常} 刷怪配置错误, 行2557, 没这个地图: [H104]
[2023/12/23 0:20:54 701] {异常} 刷怪配置错误, 行2558, 没这个地图: [H104]
[2023/12/23 0:20:54 701] {异常} 刷怪配置错误, 行2559, 没这个地图: [H104]
[2023/12/23 0:20:54 701] {异常} 刷怪配置错误, 行2560, 没这个地图: [H104]
[2023/12/23 0:20:54 803] 已读取 2个行会信息...
[2023/12/23 0:20:54 821] {YouMeSDK}App Key：YOUME07FE20B...
[2023/12/23 0:20:54 821] {YouMeSDK}Api Key：1b96380f1a9f...
[2023/12/23 0:20:54 821] {YouMeSDK}App Secret：t8IKpTDli...
[2023/12/23 0:20:54 844] 已读取 1个城堡信息...
[2023/12/23 0:20:54 862] [错误信息] 城堡初始化城门失败，检查怪物数据库里有没城门的设置: 沙巴克城门
[2023/12/23 0:20:54 862] [错误信息] 城堡初始化左城墙失败，检查怪物数据库里有没左城墙的设置: 沙巴克左城墙
[2023/12/23 0:20:54 862] [错误信息] 城堡初始化中城墙失败，检查怪物数据库里有没中城墙的设置: 沙巴克右城墙
[2023/12/23 0:20:54 862] [错误信息] 城堡初始化右城墙失败，检查怪物数据库里有没右城墙的设置: 沙巴克中城墙
[2023/12/23 0:20:55 528] 
[2023/12/23 0:20:55 528] 
[2023/12/23 0:20:55 528] 本引擎为免费软件，仅供学习研究使用，禁止使用于商业活动或者其他侵权行为，否则后果自负。
[2023/12/23 0:20:55 528] 官方网站: 引擎
[2023/12/23 0:20:55 528] 程序论坛: 引擎
[2023/12/23 0:20:55 528] 
[2023/12/23 0:20:55 557] {统计}GameServer: 处理:0/0 传输:0/0 角色:0/0
[2023/12/23 0:20:55 562] 登录服务器(127.0.0.1:5600)连接成功...
[2023/12/23 0:20:56 876] [连接] LS选服添加会话:admin1/46
[2023/12/23 0:20:57 564] {日志} 游戏网关端口(127.0.0.1:5000)打开成功
[2023/12/23 0:20:59 659] [连接] LS请求关闭会话:admin1/46
[2023/12/23 0:20:59 675] 数据库服务器(127.0.0.1:6000)连接成功...
[2023/12/23 0:20:59 705] {加载} 租赁商店数据
[2023/12/23 0:21:01 266] [连接] LS选服添加会话:admin1/47
[2023/12/23 0:21:01 411] 游戏网关[0]R(127.0.0.1:58722)=>L(127.0.0.1:5000)已打开
[2023/12/23 0:22:52 335] [连接] LS请求关闭会话:admin1/47
[2023/12/23 0:22:52 428] {保存} 保存角色完成: ddmir4, TICK: 110
[2023/12/23 0:23:23 023] [连接] LS选服添加会话:admin1/48
[2023/12/23 0:24:23 033] [连接] LS请求关闭会话:admin1/48
[2023/12/23 0:24:23 125] {保存} 保存角色完成: ddmir4, TICK: 109
[2023/12/23 0:24:52 893] [连接] LS选服添加会话:admin1/49
[2023/12/23 0:25:53 524] 在线数: 1 (1/0)
[2023/12/23 0:25:55 588] {统计}GameServer: 处理:32/47 传输:0/0 角色:32/32
[2023/12/23 0:25:58 296] {保存} 保存角色完成: ddmir4, TICK: 94
[2023/12/23 0:27:22 429] [连接] LS请求关闭会话:admin1/49
[2023/12/23 0:27:22 506] {保存} 保存角色完成: ddmir5, TICK: 63
[2023/12/23 0:27:54 036] [连接] LS选服添加会话:admin1/50
[2023/12/23 0:28:20 679] {保存} 保存角色完成: ddmir5, TICK: 47
[2023/12/23 0:28:25 092] [连接] LS请求关闭会话:admin1/50
[2023/12/23 0:28:25 123] [连接] LS选服添加会话:admin1/51
[2023/12/23 0:29:15 686] {保存} 保存角色完成: ddmir4, TICK: 110
[2023/12/23 0:29:25 556] {保存} 保存无限仓库和租赁商店
[2023/12/23 0:29:26 108] {保存} 保存变量
[2023/12/23 0:29:26 115] {保存} 系统数据, 类型: 1
[2023/12/23 0:30:53 536] 在线数: 1 (1/0)
[2023/12/23 0:30:55 619] {统计}GameServer: 处理:16/47 传输:0/0 角色:16/32
[2023/12/23 0:32:38 868] {保存} 保存角色完成: ddmir4, TICK: 109
[2023/12/23 0:33:03 069] [连接] LS请求关闭会话:admin1/51
[2023/12/23 0:33:03 162] {保存} 保存角色完成: ddmir4, TICK: 78
[2023/12/23 0:33:40 644] [连接] LS选服添加会话:admin1/52
[2023/12/23 0:34:33 382] {保存} 保存角色完成: ddmir4, TICK: 157
[2023/12/23 0:35:10 084] [连接] LS请求关闭会话:admin1/52
[2023/12/23 0:35:10 220] {保存} 保存角色完成: ddmir4, TICK: 110
[2023/12/23 0:35:45 202] [连接] LS选服添加会话:admin1/53
[2023/12/23 0:35:53 563] 在线数: 1 (1/0)
[2023/12/23 0:35:55 651] {统计}GameServer: 处理:16/47 传输:0/16 角色:16/32
[2023/12/23 0:36:09 701] {保存} 保存角色完成: ddmir4, TICK: 156
[2023/12/23 0:36:56 899] [连接] LS请求关闭会话:admin1/53
[2023/12/23 0:36:57 022] {保存} 保存角色完成: ddmir4, TICK: 109
[2023/12/23 0:37:31 873] [连接] LS选服添加会话:admin1/54
[2023/12/23 0:37:50 590] {保存} 保存角色完成: ddmir4, TICK: 156
[2023/12/23 0:37:55 562] {保存} 保存无限仓库和租赁商店
[2023/12/23 0:37:55 565] {保存} 保存变量
[2023/12/23 0:37:55 591] {保存} 系统数据, 类型: 1
[2023/12/23 0:38:13 488] [连接] LS请求关闭会话:admin1/54
[2023/12/23 0:38:13 609] {保存} 保存角色完成: ddmir4, TICK: 109
[2023/12/23 0:38:49 103] [连接] LS选服添加会话:admin1/55
