[2023/12/18 23:54:05 795]  [正在初始地图文件 0 (2/848)]
[2023/12/18 23:54:05 865]  [正在初始地图文件 B341 (613/848)]
[2023/12/18 23:54:05 865]  [正在初始地图文件 D2000 (625/848)]
[2023/12/18 23:54:05 865]  [正在初始地图文件 D2001 (631/848)]
[2023/12/18 23:54:05 865]  [正在初始地图文件 D2002 (635/848)]
[2023/12/18 23:54:05 865]  [正在初始地图文件 D2004 (639/848)]
[2023/12/18 23:54:05 865]  [正在初始地图文件 D2005 (643/848)]
[2023/12/18 23:54:05 865]  [正在初始地图文件 D2006 (647/848)]
[2023/12/18 23:54:05 865]  [正在初始地图文件 D2007 (651/848)]
[2023/12/18 23:54:05 865]  [正在初始地图文件 D10054 (658/848)]
[2023/12/18 23:54:05 865]  [正在初始地图文件 D2008 (660/848)]
[2023/12/18 23:54:05 865]  [正在初始地图文件 D2009 (664/848)]
[2023/12/18 23:54:05 865]  [正在初始地图文件 D2010 (668/848)]
[2023/12/18 23:54:05 865]  [正在初始地图文件 D10053 (675/848)]
[2023/12/18 23:54:05 865]  [正在初始地图文件 D2011 (678/848)]
[2023/12/18 23:54:05 865]  [正在初始地图文件 D2012 (682/848)]
[2023/12/18 23:54:05 875]  [正在初始地图文件 D2013 (686/848)]
[2023/12/18 23:54:05 875]  [正在初始地图文件 M100 (692/848)]
[2023/12/18 23:54:05 875]  [正在初始地图文件 M101 (696/848)]
[2023/12/18 23:54:05 875]  [正在初始地图文件 H001 (707/848)]
[2023/12/18 23:54:05 875]  [正在初始地图文件 H002 (708/848)]
[2023/12/18 23:54:05 875]  [正在初始地图文件 H003 (711/848)]
[2023/12/18 23:54:05 875]  [正在初始地图文件 H004 (717/848)]
[2023/12/18 23:54:05 875]  [正在初始地图文件 H005 (721/848)]
[2023/12/18 23:54:05 875]  [正在初始地图文件 H006 (725/848)]
[2023/12/18 23:54:05 875]  [正在初始地图文件 H007 (729/848)]
[2023/12/18 23:54:05 885]  [正在初始地图文件 T1061 (733/848)]
[2023/12/18 23:54:05 885]  [正在初始地图文件 T2061 (735/848)]
[2023/12/18 23:54:05 885]  [正在初始地图文件 T2062 (737/848)]
[2023/12/18 23:54:05 885]  [正在初始地图文件 T2063 (739/848)]
[2023/12/18 23:54:05 885]  [正在初始地图文件 T3061 (741/848)]
[2023/12/18 23:54:05 895]  [正在初始地图文件 T3062 (743/848)]
[2023/12/18 23:54:05 895]  [正在初始地图文件 H008 (746/848)]
[2023/12/18 23:54:05 895]  [正在初始地图文件 H009 (749/848)]
[2023/12/18 23:54:05 895]  [正在初始地图文件 H010 (753/848)]
[2023/12/18 23:54:05 895]  [正在初始地图文件 H102 (761/848)]
[2023/12/18 23:54:05 895]  [正在初始地图文件 H106 (764/848)]
[2023/12/18 23:54:05 895]  [正在初始地图文件 T232 (770/848)]
[2023/12/18 23:54:05 895]  [正在初始地图文件 T218 (772/848)]
[2023/12/18 23:54:05 895]  [正在初始地图文件 T339 (774/848)]
[2023/12/18 23:54:05 903]  [正在初始地图文件 T219 (776/848)]
[2023/12/18 23:54:05 903]  [正在初始地图文件 T315 (778/848)]
[2023/12/18 23:54:05 905]  [正在初始地图文件 T118 (780/848)]
[2023/12/18 23:54:05 905]  [正在初始地图文件 H201 (786/848)]
[2023/12/18 23:54:05 905]  [正在初始地图文件 H202 (787/848)]
[2023/12/18 23:54:05 905]  [正在初始地图文件 H203 (790/848)]
[2023/12/18 23:54:05 905]  [正在初始地图文件 H204 (793/848)]
[2023/12/18 23:54:05 905]  [正在初始地图文件 XSC (798/848)]
[2023/12/18 23:54:05 905]  [正在初始地图文件 DBDT (799/848)]
[2023/12/18 23:54:05 905]  [正在初始地图文件 DJT (800/848)]
[2023/12/18 23:54:05 905]  [正在初始地图文件 WP09 (801/848)]
[2023/12/18 23:54:05 905]  [正在初始地图文件 WP18 (802/848)]
[2023/12/18 23:54:05 905]  [正在初始地图文件 WP27 (803/848)]
[2023/12/18 23:54:05 905]  [正在初始地图文件 WP34 (804/848)]
[2023/12/18 23:54:05 905]  [正在初始地图文件 0150 (805/848)]
[2023/12/18 23:54:05 905]  [正在初始地图文件 D701 (806/848)]
[2023/12/18 23:54:05 905]  [正在初始地图文件 WP02 (810/848)]
[2023/12/18 23:54:05 905]  [正在初始地图文件 WP04 (811/848)]
[2023/12/18 23:54:05 905]  [正在初始地图文件 WP14 (812/848)]
[2023/12/18 23:54:05 905]  [正在初始地图文件 WP06 (813/848)]
[2023/12/18 23:54:05 905]  [正在初始地图文件 WP10 (814/848)]
[2023/12/18 23:54:05 915]  [正在初始地图文件 WP19 (815/848)]
[2023/12/18 23:54:05 915]  [正在初始地图文件 WP26 (816/848)]
[2023/12/18 23:54:05 915]  [正在初始地图文件 WP05 (817/848)]
[2023/12/18 23:54:05 915]  [正在初始地图文件 WP30 (818/848)]
[2023/12/18 23:54:05 915]  [正在初始地图文件 WP00 (819/848)]
[2023/12/18 23:54:05 915]  [正在初始地图文件 WP31 (820/848)]
[2023/12/18 23:54:05 915]  [正在初始地图文件 WP32 (821/848)]
[2023/12/18 23:54:05 915]  [正在初始地图文件 WP33 (822/848)]
[2023/12/18 23:54:05 915]  [正在初始地图文件 WP20 (825/848)]
[2023/12/18 23:54:05 915]  [正在初始地图文件 WP21 (826/848)]
[2023/12/18 23:54:05 925]  [正在初始地图文件 WP22 (827/848)]
[2023/12/18 23:54:05 925]  [正在初始地图文件 WP24 (829/848)]
[2023/12/18 23:54:05 925]  [正在初始地图文件 WP25 (830/848)]
[2023/12/18 23:54:05 925]  [正在初始地图文件 WP12 (832/848)]
[2023/12/18 23:54:05 925]  [正在初始地图文件 WP13 (833/848)]
[2023/12/18 23:54:05 925]  [正在初始地图文件 WP15 (835/848)]
[2023/12/18 23:54:05 925]  [正在初始地图文件 WP16 (836/848)]
[2023/12/18 23:54:05 935]  [正在初始地图文件 WP07 (837/848)]
[2023/12/18 23:54:05 935]  [正在初始地图文件 WP28 (839/848)]
[2023/12/18 23:54:05 935]  [正在初始地图文件 WP08 (840/848)]
[2023/12/18 23:54:05 935]  [正在初始地图文件 WP11 (842/848)]
[2023/12/18 23:54:05 935]  [正在初始地图文件 WP01 (844/848)]
[2023/12/18 23:54:05 935]  [正在初始地图文件 WP23 (845/848)]
[2023/12/18 23:54:05 935]  [正在初始地图文件 WP29 (846/848)]
[2023/12/18 23:54:05 935]  [正在初始地图文件 WP35 (847/848)]
[2023/12/18 23:54:05 935]  [正在初始地图文件 WP03 (848/848)]
[2023/12/18 23:54:06 398] {异常} 刷怪配置错误, 行110, 没这个地图: [d422]
[2023/12/18 23:54:06 398] {异常} 刷怪配置错误, 行111, 没这个地图: [d422]
[2023/12/18 23:54:06 398] {异常} 刷怪配置错误, 行113, 没这个地图: [E605]
[2023/12/18 23:54:06 398] {异常} 刷怪配置错误, 行114, 没这个地图: [E605]
[2023/12/18 23:54:06 398] {异常} 刷怪配置错误, 行119, 没这个地图: [E601]
[2023/12/18 23:54:06 398] {异常} 刷怪配置错误, 行120, 没这个地图: [E601]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2531, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2532, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2533, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2534, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2535, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2536, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2537, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2538, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2539, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2540, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2541, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2542, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2543, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2544, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2545, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2546, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2547, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2548, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2549, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2550, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2551, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2552, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2553, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2554, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2555, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2557, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2558, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2559, 没这个地图: [H104]
[2023/12/18 23:54:06 438] {异常} 刷怪配置错误, 行2560, 没这个地图: [H104]
[2023/12/18 23:54:06 519] 已读取 2个行会信息...
[2023/12/18 23:54:06 529] {YouMeSDK}App Key：YOUME07FE20B...
[2023/12/18 23:54:06 529] {YouMeSDK}Api Key：1b96380f1a9f...
[2023/12/18 23:54:06 529] {YouMeSDK}App Secret：t8IKpTDli...
[2023/12/18 23:54:06 539] 已读取 1个城堡信息...
[2023/12/18 23:54:06 559] [错误信息] 城堡初始化城门失败，检查怪物数据库里有没城门的设置: 沙巴克城门
[2023/12/18 23:54:06 559] [错误信息] 城堡初始化左城墙失败，检查怪物数据库里有没左城墙的设置: 沙巴克左城墙
[2023/12/18 23:54:06 559] [错误信息] 城堡初始化中城墙失败，检查怪物数据库里有没中城墙的设置: 沙巴克右城墙
[2023/12/18 23:54:06 559] [错误信息] 城堡初始化右城墙失败，检查怪物数据库里有没右城墙的设置: 沙巴克中城墙
[2023/12/18 23:54:07 060] 
[2023/12/18 23:54:07 060] 
[2023/12/18 23:54:07 060] 本引擎为免费软件，仅供学习研究使用，禁止使用于商业活动或者其他侵权行为，否则后果自负。
[2023/12/18 23:54:07 060] 官方网站: 引擎
[2023/12/18 23:54:07 060] 程序论坛: 引擎
[2023/12/18 23:54:07 060] 
[2023/12/18 23:54:07 070] {统计}GameServer: 处理:0/0 传输:0/0 角色:0/0
[2023/12/18 23:54:07 070] 登录服务器(127.0.0.1:5600)连接成功...
[2023/12/18 23:54:09 074] {日志} 游戏网关端口(127.0.0.1:5000)打开成功
[2023/12/18 23:54:10 655] 游戏网关[0]R(127.0.0.1:50654)=>L(127.0.0.1:5000)已打开
[2023/12/18 23:54:10 695] 数据库服务器(127.0.0.1:6000)连接成功...
[2023/12/18 23:54:10 725] {加载} 租赁商店数据
[2023/12/18 23:54:11 459] [连接] LS选服添加会话:admin1/2
[2023/12/18 23:54:14 442] [连接] LS请求关闭会话:admin1/2
[2023/12/18 23:54:14 462] [连接] LS选服添加会话:admin1/3
[2023/12/18 23:59:05 519] 在线数: 1 (1/0)
[2023/12/18 23:59:07 080] {统计}GameServer: 处理:31/156 传输:0/0 角色:16/31
[2023/12/19 0:00:48 745] 游戏网关[0]R(127.0.0.1:50654)=>L(127.0.0.1:5000)已关闭
[2023/12/19 0:00:48 765] [连接] LS请求关闭会话:admin1/3
[2023/12/19 0:00:48 905] {保存} 保存角色完成: ddmir4, TICK: 94
[2023/12/19 0:00:49 045] 登录服务器(127.0.0.1:5600)断开连接...
[2023/12/19 0:00:49 540] {退出} 收到GameCenter的关闭消息
[2023/12/19 0:00:49 540] 游戏网关端口(127.0.0.1:5000)已关闭...
[2023/12/19 0:00:49 651] {保存} 保存无限仓库和租赁商店
[2023/12/19 0:00:50 231] {保存} 保存变量
[2023/12/19 0:00:50 231] {保存} 保存完毕,关服
