[2023/12/24 19:04:54 136]  [正在初始地图文件 0 (2/945)]
[2023/12/24 19:04:54 306]  [正在初始地图文件 H003 (808/945)]
[2023/12/24 19:04:54 316]  [正在初始地图文件 H004 (814/945)]
[2023/12/24 19:04:54 316]  [正在初始地图文件 H005 (818/945)]
[2023/12/24 19:04:54 316]  [正在初始地图文件 H006 (822/945)]
[2023/12/24 19:04:54 316]  [正在初始地图文件 H007 (826/945)]
[2023/12/24 19:04:54 316]  [正在初始地图文件 T1061 (830/945)]
[2023/12/24 19:04:54 316]  [正在初始地图文件 T2061 (832/945)]
[2023/12/24 19:04:54 316]  [正在初始地图文件 T2062 (834/945)]
[2023/12/24 19:04:54 316]  [正在初始地图文件 T2063 (836/945)]
[2023/12/24 19:04:54 316]  [正在初始地图文件 T3061 (838/945)]
[2023/12/24 19:04:54 316]  [正在初始地图文件 T3062 (840/945)]
[2023/12/24 19:04:54 316]  [正在初始地图文件 H008 (843/945)]
[2023/12/24 19:04:54 316]  [正在初始地图文件 H009 (846/945)]
[2023/12/24 19:04:54 316]  [正在初始地图文件 H010 (850/945)]
[2023/12/24 19:04:54 316]  [正在初始地图文件 H102 (858/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 H106 (861/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 T232 (867/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 T218 (869/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 T339 (871/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 T219 (873/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 T315 (875/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 T118 (877/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 H201 (883/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 H202 (884/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 H203 (887/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 H204 (890/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 XSC (895/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 DBDT (896/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 DJT (897/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 WP09 (898/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 WP18 (899/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 WP27 (900/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 WP34 (901/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 0150 (902/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 D701 (903/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 WP02 (907/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 WP04 (908/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 WP14 (909/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 WP06 (910/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 WP10 (911/945)]
[2023/12/24 19:04:54 326]  [正在初始地图文件 WP19 (912/945)]
[2023/12/24 19:04:54 336]  [正在初始地图文件 WP26 (913/945)]
[2023/12/24 19:04:54 336]  [正在初始地图文件 WP05 (914/945)]
[2023/12/24 19:04:54 336]  [正在初始地图文件 WP30 (915/945)]
[2023/12/24 19:04:54 336]  [正在初始地图文件 WP00 (916/945)]
[2023/12/24 19:04:54 336]  [正在初始地图文件 WP31 (917/945)]
[2023/12/24 19:04:54 336]  [正在初始地图文件 WP32 (918/945)]
[2023/12/24 19:04:54 336]  [正在初始地图文件 WP33 (919/945)]
[2023/12/24 19:04:54 336]  [正在初始地图文件 WP20 (922/945)]
[2023/12/24 19:04:54 336]  [正在初始地图文件 WP21 (923/945)]
[2023/12/24 19:04:54 336]  [正在初始地图文件 WP22 (924/945)]
[2023/12/24 19:04:54 336]  [正在初始地图文件 WP24 (926/945)]
[2023/12/24 19:04:54 336]  [正在初始地图文件 WP25 (927/945)]
[2023/12/24 19:04:54 342]  [正在初始地图文件 WP12 (929/945)]
[2023/12/24 19:04:54 342]  [正在初始地图文件 WP13 (930/945)]
[2023/12/24 19:04:54 342]  [正在初始地图文件 WP15 (932/945)]
[2023/12/24 19:04:54 342]  [正在初始地图文件 WP16 (933/945)]
[2023/12/24 19:04:54 342]  [正在初始地图文件 WP07 (934/945)]
[2023/12/24 19:04:54 342]  [正在初始地图文件 WP28 (936/945)]
[2023/12/24 19:04:54 342]  [正在初始地图文件 WP08 (937/945)]
[2023/12/24 19:04:54 346]  [正在初始地图文件 WP11 (939/945)]
[2023/12/24 19:04:54 346]  [正在初始地图文件 WP01 (941/945)]
[2023/12/24 19:04:54 346]  [正在初始地图文件 WP23 (942/945)]
[2023/12/24 19:04:54 346]  [正在初始地图文件 WP29 (943/945)]
[2023/12/24 19:04:54 346]  [正在初始地图文件 WP35 (944/945)]
[2023/12/24 19:04:54 346]  [正在初始地图文件 WP03 (945/945)]
[2023/12/24 19:04:54 908] {异常} 刷怪配置错误, 行113, 没这个地图: [E605]
[2023/12/24 19:04:54 908] {异常} 刷怪配置错误, 行114, 没这个地图: [E605]
[2023/12/24 19:04:54 908] {异常} 刷怪配置错误, 行119, 没这个地图: [E601]
[2023/12/24 19:04:54 908] {异常} 刷怪配置错误, 行120, 没这个地图: [E601]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2531, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2532, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2533, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2534, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2535, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2536, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2537, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2538, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2539, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2540, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2541, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2542, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2543, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2544, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2545, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2546, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2547, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2548, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2549, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2550, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2551, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2552, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2553, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2554, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2555, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2557, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2558, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2559, 没这个地图: [H104]
[2023/12/24 19:04:54 967] {异常} 刷怪配置错误, 行2560, 没这个地图: [H104]
[2023/12/24 19:04:55 077] 已读取 2个行会信息...
[2023/12/24 19:04:55 092] {YouMeSDK}App Key：YOUME07FE20B...
[2023/12/24 19:04:55 092] {YouMeSDK}Api Key：1b96380f1a9f...
[2023/12/24 19:04:55 092] {YouMeSDK}App Secret：t8IKpTDli...
[2023/12/24 19:04:55 102] 已读取 1个城堡信息...
[2023/12/24 19:04:55 112] [错误信息] 城堡初始化城门失败，检查怪物数据库里有没城门的设置: 沙巴克城门
[2023/12/24 19:04:55 112] [错误信息] 城堡初始化左城墙失败，检查怪物数据库里有没左城墙的设置: 沙巴克左城墙
[2023/12/24 19:04:55 112] [错误信息] 城堡初始化中城墙失败，检查怪物数据库里有没中城墙的设置: 沙巴克右城墙
[2023/12/24 19:04:55 112] [错误信息] 城堡初始化右城墙失败，检查怪物数据库里有没右城墙的设置: 沙巴克中城墙
[2023/12/24 19:04:55 622] 脚本错误(没这个检测命令[IF]): [CheckHaveHero] 第:136 行: D:\Mirserver\Mir200\Envir\Market_Def\比奇城/英雄招募-0.txt
[2023/12/24 19:04:55 622] 脚本错误(没这个检测命令[IF]): [CheckHaveHero] 第:165 行: D:\Mirserver\Mir200\Envir\Market_Def\比奇城/英雄招募-0.txt
[2023/12/24 19:04:55 622] 脚本错误(没这个检测命令[IF]): [CheckHaveHero] 第:202 行: D:\Mirserver\Mir200\Envir\Market_Def\比奇城/英雄招募-0.txt
[2023/12/24 19:04:55 702] 
[2023/12/24 19:04:55 702] 
[2023/12/24 19:04:55 702] 本引擎为免费软件，仅供学习研究使用，禁止使用于商业活动或者其他侵权行为，否则后果自负。
[2023/12/24 19:04:55 702] 官方网站: 引擎
[2023/12/24 19:04:55 702] 程序论坛: 引擎
[2023/12/24 19:04:55 702] 
[2023/12/24 19:04:55 727] {统计}GameServer: 处理:0/0 传输:0/0 角色:0/0
[2023/12/24 19:04:55 727] 登录服务器(127.0.0.1:5600)连接成功...
[2023/12/24 19:04:57 730] {日志} 游戏网关端口(127.0.0.1:5000)打开成功
[2023/12/24 19:04:59 469] 游戏网关[0]R(127.0.0.1:64719)=>L(127.0.0.1:5000)已打开
[2023/12/24 19:04:59 528] 数据库服务器(127.0.0.1:6000)连接成功...
[2023/12/24 19:04:59 559] {加载} 租赁商店数据
[2023/12/24 19:05:00 269] [连接] LS选服添加会话:admin1/2
[2023/12/24 19:05:03 266] [连接] LS请求关闭会话:admin1/2
[2023/12/24 19:05:03 286] [连接] LS选服添加会话:admin1/3
[2023/12/24 19:06:33 350] 游戏网关[0]R(127.0.0.1:64719)=>L(127.0.0.1:5000)已关闭
[2023/12/24 19:06:33 390] [连接] LS请求关闭会话:admin1/3
[2023/12/24 19:06:33 520] {保存} 保存角色完成: ddmir4, TICK: 93
[2023/12/24 19:06:33 641] 登录服务器(127.0.0.1:5600)断开连接...
[2023/12/24 19:06:34 136] {退出} 收到GameCenter的关闭消息
[2023/12/24 19:06:34 136] 游戏网关端口(127.0.0.1:5000)已关闭...
[2023/12/24 19:06:34 246] {保存} 保存无限仓库和租赁商店
[2023/12/24 19:06:34 756] {保存} 保存变量
[2023/12/24 19:06:34 756] {保存} 保存完毕,关服
