[2023/12/22 22:47:27 265]  [正在初始地图文件 0 (2/945)]
[2023/12/22 22:47:27 309]  [正在初始地图文件 0158 (341/945)]
[2023/12/22 22:47:27 310]  [正在初始地图文件 0159 (347/945)]
[2023/12/22 22:47:27 310]  [正在初始地图文件 0160 (351/945)]
[2023/12/22 22:47:27 311]  [正在初始地图文件 0161 (355/945)]
[2023/12/22 22:47:27 311]  [正在初始地图文件 0150 (363/945)]
[2023/12/22 22:47:27 312]  [正在初始地图文件 0151 (364/945)]
[2023/12/22 22:47:27 312]  [正在初始地图文件 0152 (365/945)]
[2023/12/22 22:47:27 312]  [正在初始地图文件 0153 (366/945)]
[2023/12/22 22:47:27 312]  [正在初始地图文件 0154 (367/945)]
[2023/12/22 22:47:27 313]  [正在初始地图文件 0155 (368/945)]
[2023/12/22 22:47:27 313]  [正在初始地图文件 0156 (369/945)]
[2023/12/22 22:47:27 313]  [正在初始地图文件 0151 (376/945)]
[2023/12/22 22:47:27 313]  [正在初始地图文件 0152 (387/945)]
[2023/12/22 22:47:27 314]  [正在初始地图文件 0153 (391/945)]
[2023/12/22 22:47:27 314]  [正在初始地图文件 0154 (397/945)]
[2023/12/22 22:47:27 314]  [正在初始地图文件 0155 (405/945)]
[2023/12/22 22:47:27 314]  [正在初始地图文件 0156 (411/945)]
[2023/12/22 22:47:27 314]  [正在初始地图文件 0157 (417/945)]
[2023/12/22 22:47:27 315]  [正在初始地图文件 D501 (421/945)]
[2023/12/22 22:47:27 315]  [正在初始地图文件 D502 (425/945)]
[2023/12/22 22:47:27 315]  [正在初始地图文件 D503 (429/945)]
[2023/12/22 22:47:27 315]  [正在初始地图文件 D504 (433/945)]
[2023/12/22 22:47:27 316]  [正在初始地图文件 D505 (437/945)]
[2023/12/22 22:47:27 316]  [正在初始地图文件 D5061 (441/945)]
[2023/12/22 22:47:27 316]  [正在初始地图文件 D5071 (448/945)]
[2023/12/22 22:47:27 316]  [正在初始地图文件 D5072 (452/945)]
[2023/12/22 22:47:27 316]  [正在初始地图文件 D5073 (456/945)]
[2023/12/22 22:47:27 317]  [正在初始地图文件 D5074 (460/945)]
[2023/12/22 22:47:27 317]  [正在初始地图文件 D515 (464/945)]
[2023/12/22 22:47:27 318]  [正在初始地图文件 D701 (469/945)]
[2023/12/22 22:47:27 319]  [正在初始地图文件 D710 (482/945)]
[2023/12/22 22:47:27 319]  [正在初始地图文件 D711 (486/945)]
[2023/12/22 22:47:27 320]  [正在初始地图文件 D712 (490/945)]
[2023/12/22 22:47:27 320]  [正在初始地图文件 D713 (494/945)]
[2023/12/22 22:47:27 321]  [正在初始地图文件 D714 (498/945)]
[2023/12/22 22:47:27 321]  [正在初始地图文件 D715 (502/945)]
[2023/12/22 22:47:27 323]  [正在初始地图文件 D71601 (506/945)]
[2023/12/22 22:47:27 324]  [正在初始地图文件 D71602 (508/945)]
[2023/12/22 22:47:27 325]  [正在初始地图文件 D71603 (510/945)]
[2023/12/22 22:47:27 326]  [正在初始地图文件 D71604 (512/945)]
[2023/12/22 22:47:27 327]  [正在初始地图文件 D71605 (514/945)]
[2023/12/22 22:47:27 327]  [正在初始地图文件 D71606 (516/945)]
[2023/12/22 22:47:27 328]  [正在初始地图文件 D716 (519/945)]
[2023/12/22 22:47:27 328]  [正在初始地图文件 D717 (523/945)]
[2023/12/22 22:47:27 328]  [正在初始地图文件 R001 (526/945)]
[2023/12/22 22:47:27 328]  [正在初始地图文件 D601 (532/945)]
[2023/12/22 22:47:27 329]  [正在初始地图文件 D602 (540/945)]
[2023/12/22 22:47:27 329]  [正在初始地图文件 D603 (550/945)]
[2023/12/22 22:47:27 329]  [正在初始地图文件 D604 (560/945)]
[2023/12/22 22:47:27 330]  [正在初始地图文件 D605 (565/945)]
[2023/12/22 22:47:27 330]  [正在初始地图文件 D606 (569/945)]
[2023/12/22 22:47:27 330]  [正在初始地图文件 D607 (572/945)]
[2023/12/22 22:47:27 330]  [正在初始地图文件 D608 (573/945)]
[2023/12/22 22:47:27 330]  [正在初始地图文件 D609 (577/945)]
[2023/12/22 22:47:27 331]  [正在初始地图文件 D610 (584/945)]
[2023/12/22 22:47:27 331]  [正在初始地图文件 D611 (585/945)]
[2023/12/22 22:47:27 331]  [正在初始地图文件 D612 (591/945)]
[2023/12/22 22:47:27 332]  [正在初始地图文件 D613 (601/945)]
[2023/12/22 22:47:27 332]  [正在初始地图文件 D614 (605/945)]
[2023/12/22 22:47:27 332]  [正在初始地图文件 D615 (609/945)]
[2023/12/22 22:47:27 332]  [正在初始地图文件 D616 (613/945)]
[2023/12/22 22:47:27 332]  [正在初始地图文件 D617 (617/945)]
[2023/12/22 22:47:27 333]  [正在初始地图文件 D618 (621/945)]
[2023/12/22 22:47:27 333]  [正在初始地图文件 M001 (627/945)]
[2023/12/22 22:47:27 333]  [正在初始地图文件 Q004 (630/945)]
[2023/12/22 22:47:27 333]  [正在初始地图文件 D421 (633/945)]
[2023/12/22 22:47:27 333]  [正在初始地图文件 D422 (634/945)]
[2023/12/22 22:47:27 333]  [正在初始地图文件 D422 (635/945)]
[2023/12/22 22:47:27 333]  [正在初始地图文件 11 (642/945)]
[2023/12/22 22:47:27 334]  [正在初始地图文件 1002 (646/945)]
[2023/12/22 22:47:27 334]  [正在初始地图文件 12 (650/945)]
[2023/12/22 22:47:27 334]  [正在初始地图文件 D10011 (655/945)]
[2023/12/22 22:47:27 335]  [正在初始地图文件 D10012 (659/945)]
[2023/12/22 22:47:27 335]  [正在初始地图文件 D10013 (663/945)]
[2023/12/22 22:47:27 336]  [正在初始地图文件 D1002 (667/945)]
[2023/12/22 22:47:27 336]  [正在初始地图文件 D10031 (675/945)]
[2023/12/22 22:47:27 336]  [正在初始地图文件 D10032 (679/945)]
[2023/12/22 22:47:27 337]  [正在初始地图文件 D1004 (683/945)]
[2023/12/22 22:47:27 337]  [正在初始地图文件 D10051 (689/945)]
[2023/12/22 22:47:27 337]  [正在初始地图文件 D10052 (693/945)]
[2023/12/22 22:47:27 338]  [正在初始地图文件 D10061 (697/945)]
[2023/12/22 22:47:27 338]  [正在初始地图文件 D10062 (701/945)]
[2023/12/22 22:47:27 338]  [正在初始地图文件 4 (708/945)]
[2023/12/22 22:47:27 339]  [正在初始地图文件 B341 (710/945)]
[2023/12/22 22:47:27 339]  [正在初始地图文件 D2000 (722/945)]
[2023/12/22 22:47:27 339]  [正在初始地图文件 D2001 (728/945)]
[2023/12/22 22:47:27 339]  [正在初始地图文件 D2002 (732/945)]
[2023/12/22 22:47:27 340]  [正在初始地图文件 D2004 (736/945)]
[2023/12/22 22:47:27 340]  [正在初始地图文件 D2005 (740/945)]
[2023/12/22 22:47:27 340]  [正在初始地图文件 D2006 (744/945)]
[2023/12/22 22:47:27 341]  [正在初始地图文件 D2007 (748/945)]
[2023/12/22 22:47:27 341]  [正在初始地图文件 D10054 (755/945)]
[2023/12/22 22:47:27 341]  [正在初始地图文件 D2008 (757/945)]
[2023/12/22 22:47:27 341]  [正在初始地图文件 D2009 (761/945)]
[2023/12/22 22:47:27 342]  [正在初始地图文件 D2010 (765/945)]
[2023/12/22 22:47:27 342]  [正在初始地图文件 D10053 (772/945)]
[2023/12/22 22:47:27 342]  [正在初始地图文件 D2011 (775/945)]
[2023/12/22 22:47:27 343]  [正在初始地图文件 D2012 (779/945)]
[2023/12/22 22:47:27 343]  [正在初始地图文件 D2013 (783/945)]
[2023/12/22 22:47:27 343]  [正在初始地图文件 M100 (789/945)]
[2023/12/22 22:47:27 343]  [正在初始地图文件 M101 (793/945)]
[2023/12/22 22:47:27 343]  [正在初始地图文件 H001 (804/945)]
[2023/12/22 22:47:27 343]  [正在初始地图文件 H002 (805/945)]
[2023/12/22 22:47:27 344]  [正在初始地图文件 H003 (808/945)]
[2023/12/22 22:47:27 344]  [正在初始地图文件 H004 (814/945)]
[2023/12/22 22:47:27 346]  [正在初始地图文件 H005 (818/945)]
[2023/12/22 22:47:27 347]  [正在初始地图文件 H006 (822/945)]
[2023/12/22 22:47:27 347]  [正在初始地图文件 H007 (826/945)]
[2023/12/22 22:47:27 348]  [正在初始地图文件 T1061 (830/945)]
[2023/12/22 22:47:27 348]  [正在初始地图文件 T2061 (832/945)]
[2023/12/22 22:47:27 348]  [正在初始地图文件 T2062 (834/945)]
[2023/12/22 22:47:27 349]  [正在初始地图文件 T2063 (836/945)]
[2023/12/22 22:47:27 349]  [正在初始地图文件 T3061 (838/945)]
[2023/12/22 22:47:27 350]  [正在初始地图文件 T3062 (840/945)]
[2023/12/22 22:47:27 350]  [正在初始地图文件 H008 (843/945)]
[2023/12/22 22:47:27 351]  [正在初始地图文件 H009 (846/945)]
[2023/12/22 22:47:27 352]  [正在初始地图文件 H010 (850/945)]
[2023/12/22 22:47:27 353]  [正在初始地图文件 H102 (858/945)]
[2023/12/22 22:47:27 354]  [正在初始地图文件 H106 (861/945)]
[2023/12/22 22:47:27 355]  [正在初始地图文件 T232 (867/945)]
[2023/12/22 22:47:27 356]  [正在初始地图文件 T218 (869/945)]
[2023/12/22 22:47:27 356]  [正在初始地图文件 T339 (871/945)]
[2023/12/22 22:47:27 357]  [正在初始地图文件 T219 (873/945)]
[2023/12/22 22:47:27 358]  [正在初始地图文件 T315 (875/945)]
[2023/12/22 22:47:27 359]  [正在初始地图文件 T118 (877/945)]
[2023/12/22 22:47:27 360]  [正在初始地图文件 H201 (883/945)]
[2023/12/22 22:47:27 361]  [正在初始地图文件 H202 (884/945)]
[2023/12/22 22:47:27 362]  [正在初始地图文件 H203 (887/945)]
[2023/12/22 22:47:27 362]  [正在初始地图文件 H204 (890/945)]
[2023/12/22 22:47:27 362]  [正在初始地图文件 XSC (895/945)]
[2023/12/22 22:47:27 363]  [正在初始地图文件 DBDT (896/945)]
[2023/12/22 22:47:27 364]  [正在初始地图文件 DJT (897/945)]
[2023/12/22 22:47:27 365]  [正在初始地图文件 WP09 (898/945)]
[2023/12/22 22:47:27 366]  [正在初始地图文件 WP18 (899/945)]
[2023/12/22 22:47:27 367]  [正在初始地图文件 WP27 (900/945)]
[2023/12/22 22:47:27 368]  [正在初始地图文件 WP34 (901/945)]
[2023/12/22 22:47:27 369]  [正在初始地图文件 0150 (902/945)]
[2023/12/22 22:47:27 369]  [正在初始地图文件 D701 (903/945)]
[2023/12/22 22:47:27 370]  [正在初始地图文件 WP02 (907/945)]
[2023/12/22 22:47:27 370]  [正在初始地图文件 WP04 (908/945)]
[2023/12/22 22:47:27 371]  [正在初始地图文件 WP14 (909/945)]
[2023/12/22 22:47:27 372]  [正在初始地图文件 WP06 (910/945)]
[2023/12/22 22:47:27 373]  [正在初始地图文件 WP10 (911/945)]
[2023/12/22 22:47:27 373]  [正在初始地图文件 WP19 (912/945)]
[2023/12/22 22:47:27 374]  [正在初始地图文件 WP26 (913/945)]
[2023/12/22 22:47:27 375]  [正在初始地图文件 WP05 (914/945)]
[2023/12/22 22:47:27 375]  [正在初始地图文件 WP30 (915/945)]
[2023/12/22 22:47:27 376]  [正在初始地图文件 WP00 (916/945)]
[2023/12/22 22:47:27 377]  [正在初始地图文件 WP31 (917/945)]
[2023/12/22 22:47:27 377]  [正在初始地图文件 WP32 (918/945)]
[2023/12/22 22:47:27 378]  [正在初始地图文件 WP33 (919/945)]
[2023/12/22 22:47:27 378]  [正在初始地图文件 WP20 (922/945)]
[2023/12/22 22:47:27 379]  [正在初始地图文件 WP21 (923/945)]
[2023/12/22 22:47:27 380]  [正在初始地图文件 WP22 (924/945)]
[2023/12/22 22:47:27 381]  [正在初始地图文件 WP24 (926/945)]
[2023/12/22 22:47:27 382]  [正在初始地图文件 WP25 (927/945)]
[2023/12/22 22:47:27 383]  [正在初始地图文件 WP12 (929/945)]
[2023/12/22 22:47:27 384]  [正在初始地图文件 WP13 (930/945)]
[2023/12/22 22:47:27 385]  [正在初始地图文件 WP15 (932/945)]
[2023/12/22 22:47:27 386]  [正在初始地图文件 WP16 (933/945)]
[2023/12/22 22:47:27 386]  [正在初始地图文件 WP07 (934/945)]
[2023/12/22 22:47:27 387]  [正在初始地图文件 WP28 (936/945)]
[2023/12/22 22:47:27 387]  [正在初始地图文件 WP08 (937/945)]
[2023/12/22 22:47:27 388]  [正在初始地图文件 WP11 (939/945)]
[2023/12/22 22:47:27 388]  [正在初始地图文件 WP01 (941/945)]
[2023/12/22 22:47:27 389]  [正在初始地图文件 WP23 (942/945)]
[2023/12/22 22:47:27 389]  [正在初始地图文件 WP29 (943/945)]
[2023/12/22 22:47:27 390]  [正在初始地图文件 WP35 (944/945)]
[2023/12/22 22:47:27 390]  [正在初始地图文件 WP03 (945/945)]
[2023/12/22 22:47:27 966] {异常} 刷怪配置错误, 行113, 没这个地图: [E605]
[2023/12/22 22:47:27 966] {异常} 刷怪配置错误, 行114, 没这个地图: [E605]
[2023/12/22 22:47:27 966] {异常} 刷怪配置错误, 行119, 没这个地图: [E601]
[2023/12/22 22:47:27 966] {异常} 刷怪配置错误, 行120, 没这个地图: [E601]
[2023/12/22 22:47:28 014] {异常} 刷怪配置错误, 行2531, 没这个地图: [H104]
[2023/12/22 22:47:28 014] {异常} 刷怪配置错误, 行2532, 没这个地图: [H104]
[2023/12/22 22:47:28 014] {异常} 刷怪配置错误, 行2533, 没这个地图: [H104]
[2023/12/22 22:47:28 014] {异常} 刷怪配置错误, 行2534, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2535, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2536, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2537, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2538, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2539, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2540, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2541, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2542, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2543, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2544, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2545, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2546, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2547, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2548, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2549, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2550, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2551, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2552, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2553, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2554, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2555, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2557, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2558, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2559, 没这个地图: [H104]
[2023/12/22 22:47:28 015] {异常} 刷怪配置错误, 行2560, 没这个地图: [H104]
[2023/12/22 22:47:28 110] 已读取 2个行会信息...
[2023/12/22 22:47:28 136] {YouMeSDK}App Key：YOUME07FE20B...
[2023/12/22 22:47:28 136] {YouMeSDK}Api Key：1b96380f1a9f...
[2023/12/22 22:47:28 136] {YouMeSDK}App Secret：t8IKpTDli...
[2023/12/22 22:47:28 147] 已读取 1个城堡信息...
[2023/12/22 22:47:28 160] [错误信息] 城堡初始化城门失败，检查怪物数据库里有没城门的设置: 沙巴克城门
[2023/12/22 22:47:28 160] [错误信息] 城堡初始化左城墙失败，检查怪物数据库里有没左城墙的设置: 沙巴克左城墙
[2023/12/22 22:47:28 160] [错误信息] 城堡初始化中城墙失败，检查怪物数据库里有没中城墙的设置: 沙巴克右城墙
[2023/12/22 22:47:28 160] [错误信息] 城堡初始化右城墙失败，检查怪物数据库里有没右城墙的设置: 沙巴克中城墙
[2023/12/22 22:47:28 814] 
[2023/12/22 22:47:28 814] 
[2023/12/22 22:47:28 814] 本引擎为免费软件，仅供学习研究使用，禁止使用于商业活动或者其他侵权行为，否则后果自负。
[2023/12/22 22:47:28 814] 官方网站: 引擎
[2023/12/22 22:47:28 814] 程序论坛: 引擎
[2023/12/22 22:47:28 814] 
[2023/12/22 22:47:28 825] {统计}GameServer: 处理:0/0 传输:0/0 角色:0/0
[2023/12/22 22:47:28 826] 登录服务器(127.0.0.1:5600)连接成功...
[2023/12/22 22:47:30 830] {日志} 游戏网关端口(127.0.0.1:5000)打开成功
[2023/12/22 22:47:32 681] 游戏网关[0]R(127.0.0.1:58066)=>L(127.0.0.1:5000)已打开
[2023/12/22 22:47:32 706] 数据库服务器(127.0.0.1:6000)连接成功...
[2023/12/22 22:47:32 733] {加载} 租赁商店数据
[2023/12/22 22:47:33 788] [连接] LS选服添加会话:admin1/2
[2023/12/22 22:52:26 939] 在线数: 1 (1/0)
[2023/12/22 22:52:28 833] {统计}GameServer: 处理:16/32 传输:0/0 角色:16/32
[2023/12/22 22:52:35 040] {保存} 保存角色完成: ddmir4, TICK: 94
[2023/12/22 22:55:58 826] {保存} 保存无限仓库和租赁商店
[2023/12/22 22:55:59 578] {保存} 保存变量
[2023/12/22 22:55:59 587] {保存} 系统数据, 类型: 1
[2023/12/22 22:57:26 955] 在线数: 1 (1/0)
[2023/12/22 22:57:28 864] {统计}GameServer: 处理:31/47 传输:0/0 角色:31/32
[2023/12/22 23:00:43 650] {卡顿} ProcessMonsters, tick [375]
[2023/12/22 23:01:15 536] [连接] LS请求关闭会话:admin1/2
[2023/12/22 23:01:15 674] {保存} 保存角色完成: ddmir4, TICK: 141
[2023/12/22 23:01:26 284] {卡顿} ProcessMonsters, tick [375]
[2023/12/22 23:01:37 262] {卡顿} ProcessMonsters, tick [203]
[2023/12/22 23:01:44 088] {卡顿} ProcessMonsters, tick [63]
[2023/12/22 23:01:47 229] {卡顿} ProcessMonsters, tick [140]
[2023/12/22 23:01:53 145] {卡顿} ProcessMonsters, tick [156]
[2023/12/22 23:01:58 588] {卡顿} ProcessMonsters, tick [203]
[2023/12/22 23:02:01 353] {卡顿} ProcessMonsters, tick [234]
[2023/12/22 23:02:02 261] {卡顿} ProcessMonsters, tick [78]
[2023/12/22 23:02:09 359] {卡顿} ProcessMonsters, tick [78]
[2023/12/22 23:02:10 440] {卡顿} ProcessMonsters, tick [110]
[2023/12/22 23:02:12 368] {卡顿} ProcessMonsters, tick [172]
[2023/12/22 23:02:15 742] {卡顿} ProcessMonsters, tick [281]
[2023/12/22 23:02:19 570] {卡顿} ProcessMonsters, tick [281]
[2023/12/22 23:02:20 908] {卡顿} GotoLable: QManage 位置:0, @=>@名人堂配置, tick [47]
[2023/12/22 23:02:20 908] {卡顿} GotoLable: QManage 位置:0, @=>@OnTimer0, tick [47]
[2023/12/22 23:02:20 908] {卡顿} ddmir4=>TPlayObject.Run OnTimer, tick [47]
[2023/12/22 23:02:23 603] {卡顿} ProcessMonsters, tick [281]
[2023/12/22 23:02:23 761] {卡顿} ProcessMonsters, tick [47]
[2023/12/22 23:02:24 449] {卡顿} ProcessMonsters, tick [187]
[2023/12/22 23:02:25 472] {卡顿} ProcessMonsters, tick [218]
[2023/12/22 23:02:26 981] 在线数: 1 (0/1)
[2023/12/22 23:02:28 901] {统计}GameServer: 处理:391/391 传输:0/0 角色:375/375
[2023/12/22 23:02:29 642] {卡顿} ProcessMonsters, tick [172]
[2023/12/22 23:02:33 715] {卡顿} ProcessMonsters, tick [188]
[2023/12/22 23:02:36 451] {卡顿} ProcessMonsters, tick [62]
[2023/12/22 23:02:36 775] {保存} 保存角色完成: ddmir4, TICK: 218
[2023/12/22 23:04:28 825] {保存} 保存无限仓库和租赁商店
[2023/12/22 23:04:28 826] {保存} 保存变量
[2023/12/22 23:04:28 883] {保存} 系统数据, 类型: 1
[2023/12/22 23:06:22 631] [连接] LS选服添加会话:admin1/3
[2023/12/22 23:07:26 995] 在线数: 1 (1/0)
[2023/12/22 23:07:28 910] {统计}GameServer: 处理:31/391 传输:0/0 角色:31/375
