[2023/12/19 21:46:34 546]  [正在初始地图文件 0 (2/848)]
[2023/12/19 21:46:34 584]  [正在初始地图文件 0147 (236/848)]
[2023/12/19 21:46:34 584]  [正在初始地图文件 0148 (239/848)]
[2023/12/19 21:46:34 585]  [正在初始地图文件 0149 (242/848)]
[2023/12/19 21:46:34 585]  [正在初始地图文件 0158 (247/848)]
[2023/12/19 21:46:34 585]  [正在初始地图文件 0159 (253/848)]
[2023/12/19 21:46:34 585]  [正在初始地图文件 0160 (257/848)]
[2023/12/19 21:46:34 585]  [正在初始地图文件 0161 (261/848)]
[2023/12/19 21:46:34 585]  [正在初始地图文件 0150 (269/848)]
[2023/12/19 21:46:34 586]  [正在初始地图文件 0151 (276/848)]
[2023/12/19 21:46:34 587]  [正在初始地图文件 0152 (287/848)]
[2023/12/19 21:46:34 588]  [正在初始地图文件 0153 (291/848)]
[2023/12/19 21:46:34 589]  [正在初始地图文件 0154 (297/848)]
[2023/12/19 21:46:34 590]  [正在初始地图文件 0155 (305/848)]
[2023/12/19 21:46:34 592]  [正在初始地图文件 0156 (311/848)]
[2023/12/19 21:46:34 593]  [正在初始地图文件 0157 (317/848)]
[2023/12/19 21:46:34 594]  [正在初始地图文件 D501 (321/848)]
[2023/12/19 21:46:34 595]  [正在初始地图文件 D502 (325/848)]
[2023/12/19 21:46:34 595]  [正在初始地图文件 D503 (329/848)]
[2023/12/19 21:46:34 595]  [正在初始地图文件 D504 (333/848)]
[2023/12/19 21:46:34 595]  [正在初始地图文件 D505 (337/848)]
[2023/12/19 21:46:34 595]  [正在初始地图文件 D5061 (341/848)]
[2023/12/19 21:46:34 596]  [正在初始地图文件 D5071 (348/848)]
[2023/12/19 21:46:34 596]  [正在初始地图文件 D5072 (352/848)]
[2023/12/19 21:46:34 596]  [正在初始地图文件 D5073 (356/848)]
[2023/12/19 21:46:34 597]  [正在初始地图文件 D5074 (360/848)]
[2023/12/19 21:46:34 597]  [正在初始地图文件 D515 (364/848)]
[2023/12/19 21:46:34 597]  [正在初始地图文件 D701 (369/848)]
[2023/12/19 21:46:34 597]  [正在初始地图文件 D710 (382/848)]
[2023/12/19 21:46:34 597]  [正在初始地图文件 D711 (386/848)]
[2023/12/19 21:46:34 598]  [正在初始地图文件 D712 (390/848)]
[2023/12/19 21:46:34 598]  [正在初始地图文件 D713 (394/848)]
[2023/12/19 21:46:34 598]  [正在初始地图文件 D714 (398/848)]
[2023/12/19 21:46:34 599]  [正在初始地图文件 D715 (402/848)]
[2023/12/19 21:46:34 599]  [正在初始地图文件 D71601 (406/848)]
[2023/12/19 21:46:34 599]  [正在初始地图文件 D71602 (408/848)]
[2023/12/19 21:46:34 599]  [正在初始地图文件 D71603 (410/848)]
[2023/12/19 21:46:34 599]  [正在初始地图文件 D71604 (412/848)]
[2023/12/19 21:46:34 600]  [正在初始地图文件 D71605 (414/848)]
[2023/12/19 21:46:34 600]  [正在初始地图文件 D71606 (416/848)]
[2023/12/19 21:46:34 600]  [正在初始地图文件 D716 (419/848)]
[2023/12/19 21:46:34 601]  [正在初始地图文件 D717 (423/848)]
[2023/12/19 21:46:34 601]  [正在初始地图文件 R001 (426/848)]
[2023/12/19 21:46:34 601]  [正在初始地图文件 D601 (432/848)]
[2023/12/19 21:46:34 601]  [正在初始地图文件 D602 (440/848)]
[2023/12/19 21:46:34 602]  [正在初始地图文件 D603 (450/848)]
[2023/12/19 21:46:34 602]  [正在初始地图文件 D604 (460/848)]
[2023/12/19 21:46:34 602]  [正在初始地图文件 D605 (465/848)]
[2023/12/19 21:46:34 603]  [正在初始地图文件 D606 (469/848)]
[2023/12/19 21:46:34 603]  [正在初始地图文件 D607 (472/848)]
[2023/12/19 21:46:34 604]  [正在初始地图文件 D608 (473/848)]
[2023/12/19 21:46:34 604]  [正在初始地图文件 D609 (477/848)]
[2023/12/19 21:46:34 605]  [正在初始地图文件 D610 (484/848)]
[2023/12/19 21:46:34 605]  [正在初始地图文件 D611 (485/848)]
[2023/12/19 21:46:34 607]  [正在初始地图文件 D612 (491/848)]
[2023/12/19 21:46:34 608]  [正在初始地图文件 D613 (501/848)]
[2023/12/19 21:46:34 609]  [正在初始地图文件 D614 (505/848)]
[2023/12/19 21:46:34 610]  [正在初始地图文件 D615 (509/848)]
[2023/12/19 21:46:34 610]  [正在初始地图文件 D616 (513/848)]
[2023/12/19 21:46:34 611]  [正在初始地图文件 D617 (517/848)]
[2023/12/19 21:46:34 611]  [正在初始地图文件 D618 (521/848)]
[2023/12/19 21:46:34 611]  [正在初始地图文件 M001 (530/848)]
[2023/12/19 21:46:34 611]  [正在初始地图文件 Q004 (533/848)]
[2023/12/19 21:46:34 612]  [正在初始地图文件 D421 (536/848)]
[2023/12/19 21:46:34 612]  [正在初始地图文件 D422 (537/848)]
[2023/12/19 21:46:34 613]  [正在初始地图文件 D422 (538/848)]
[2023/12/19 21:46:34 613]  [正在初始地图文件 11 (545/848)]
[2023/12/19 21:46:34 613]  [正在初始地图文件 1002 (549/848)]
[2023/12/19 21:46:34 614]  [正在初始地图文件 12 (553/848)]
[2023/12/19 21:46:34 614]  [正在初始地图文件 D10011 (558/848)]
[2023/12/19 21:46:34 614]  [正在初始地图文件 D10012 (562/848)]
[2023/12/19 21:46:34 615]  [正在初始地图文件 D10013 (566/848)]
[2023/12/19 21:46:34 615]  [正在初始地图文件 D1002 (570/848)]
[2023/12/19 21:46:34 615]  [正在初始地图文件 D10031 (578/848)]
[2023/12/19 21:46:34 615]  [正在初始地图文件 D10032 (582/848)]
[2023/12/19 21:46:34 615]  [正在初始地图文件 D1004 (586/848)]
[2023/12/19 21:46:34 615]  [正在初始地图文件 D10051 (592/848)]
[2023/12/19 21:46:34 616]  [正在初始地图文件 D10052 (596/848)]
[2023/12/19 21:46:34 616]  [正在初始地图文件 D10061 (600/848)]
[2023/12/19 21:46:34 616]  [正在初始地图文件 D10062 (604/848)]
[2023/12/19 21:46:34 616]  [正在初始地图文件 4 (611/848)]
[2023/12/19 21:46:34 616]  [正在初始地图文件 B341 (613/848)]
[2023/12/19 21:46:34 617]  [正在初始地图文件 D2000 (625/848)]
[2023/12/19 21:46:34 617]  [正在初始地图文件 D2001 (631/848)]
[2023/12/19 21:46:34 617]  [正在初始地图文件 D2002 (635/848)]
[2023/12/19 21:46:34 617]  [正在初始地图文件 D2004 (639/848)]
[2023/12/19 21:46:34 617]  [正在初始地图文件 D2005 (643/848)]
[2023/12/19 21:46:34 618]  [正在初始地图文件 D2006 (647/848)]
[2023/12/19 21:46:34 618]  [正在初始地图文件 D2007 (651/848)]
[2023/12/19 21:46:34 618]  [正在初始地图文件 D10054 (658/848)]
[2023/12/19 21:46:34 618]  [正在初始地图文件 D2008 (660/848)]
[2023/12/19 21:46:34 619]  [正在初始地图文件 D2009 (664/848)]
[2023/12/19 21:46:34 620]  [正在初始地图文件 D2010 (668/848)]
[2023/12/19 21:46:34 620]  [正在初始地图文件 D10053 (675/848)]
[2023/12/19 21:46:34 620]  [正在初始地图文件 D2011 (678/848)]
[2023/12/19 21:46:34 621]  [正在初始地图文件 D2012 (682/848)]
[2023/12/19 21:46:34 621]  [正在初始地图文件 D2013 (686/848)]
[2023/12/19 21:46:34 621]  [正在初始地图文件 M100 (692/848)]
[2023/12/19 21:46:34 622]  [正在初始地图文件 M101 (696/848)]
[2023/12/19 21:46:34 622]  [正在初始地图文件 H001 (707/848)]
[2023/12/19 21:46:34 622]  [正在初始地图文件 H002 (708/848)]
[2023/12/19 21:46:34 623]  [正在初始地图文件 H003 (711/848)]
[2023/12/19 21:46:34 623]  [正在初始地图文件 H004 (717/848)]
[2023/12/19 21:46:34 623]  [正在初始地图文件 H005 (721/848)]
[2023/12/19 21:46:34 623]  [正在初始地图文件 H006 (725/848)]
[2023/12/19 21:46:34 624]  [正在初始地图文件 H007 (729/848)]
[2023/12/19 21:46:34 624]  [正在初始地图文件 T1061 (733/848)]
[2023/12/19 21:46:34 624]  [正在初始地图文件 T2061 (735/848)]
[2023/12/19 21:46:34 625]  [正在初始地图文件 T2062 (737/848)]
[2023/12/19 21:46:34 625]  [正在初始地图文件 T2063 (739/848)]
[2023/12/19 21:46:34 625]  [正在初始地图文件 T3061 (741/848)]
[2023/12/19 21:46:34 626]  [正在初始地图文件 T3062 (743/848)]
[2023/12/19 21:46:34 626]  [正在初始地图文件 H008 (746/848)]
[2023/12/19 21:46:34 626]  [正在初始地图文件 H009 (749/848)]
[2023/12/19 21:46:34 627]  [正在初始地图文件 H010 (753/848)]
[2023/12/19 21:46:34 629]  [正在初始地图文件 H102 (761/848)]
[2023/12/19 21:46:34 629]  [正在初始地图文件 H106 (764/848)]
[2023/12/19 21:46:34 630]  [正在初始地图文件 T232 (770/848)]
[2023/12/19 21:46:34 631]  [正在初始地图文件 T218 (772/848)]
[2023/12/19 21:46:34 632]  [正在初始地图文件 T339 (774/848)]
[2023/12/19 21:46:34 632]  [正在初始地图文件 T219 (776/848)]
[2023/12/19 21:46:34 632]  [正在初始地图文件 T315 (778/848)]
[2023/12/19 21:46:34 633]  [正在初始地图文件 T118 (780/848)]
[2023/12/19 21:46:34 634]  [正在初始地图文件 H201 (786/848)]
[2023/12/19 21:46:34 634]  [正在初始地图文件 H202 (787/848)]
[2023/12/19 21:46:34 635]  [正在初始地图文件 H203 (790/848)]
[2023/12/19 21:46:34 635]  [正在初始地图文件 H204 (793/848)]
[2023/12/19 21:46:34 636]  [正在初始地图文件 XSC (798/848)]
[2023/12/19 21:46:34 637]  [正在初始地图文件 DBDT (799/848)]
[2023/12/19 21:46:34 638]  [正在初始地图文件 DJT (800/848)]
[2023/12/19 21:46:34 639]  [正在初始地图文件 WP09 (801/848)]
[2023/12/19 21:46:34 640]  [正在初始地图文件 WP18 (802/848)]
[2023/12/19 21:46:34 642]  [正在初始地图文件 WP27 (803/848)]
[2023/12/19 21:46:34 643]  [正在初始地图文件 WP34 (804/848)]
[2023/12/19 21:46:34 644]  [正在初始地图文件 0150 (805/848)]
[2023/12/19 21:46:34 644]  [正在初始地图文件 D701 (806/848)]
[2023/12/19 21:46:34 645]  [正在初始地图文件 WP02 (810/848)]
[2023/12/19 21:46:34 646]  [正在初始地图文件 WP04 (811/848)]
[2023/12/19 21:46:34 647]  [正在初始地图文件 WP14 (812/848)]
[2023/12/19 21:46:34 647]  [正在初始地图文件 WP06 (813/848)]
[2023/12/19 21:46:34 648]  [正在初始地图文件 WP10 (814/848)]
[2023/12/19 21:46:34 649]  [正在初始地图文件 WP19 (815/848)]
[2023/12/19 21:46:34 650]  [正在初始地图文件 WP26 (816/848)]
[2023/12/19 21:46:34 651]  [正在初始地图文件 WP05 (817/848)]
[2023/12/19 21:46:34 651]  [正在初始地图文件 WP30 (818/848)]
[2023/12/19 21:46:34 652]  [正在初始地图文件 WP00 (819/848)]
[2023/12/19 21:46:34 653]  [正在初始地图文件 WP31 (820/848)]
[2023/12/19 21:46:34 654]  [正在初始地图文件 WP32 (821/848)]
[2023/12/19 21:46:34 655]  [正在初始地图文件 WP33 (822/848)]
[2023/12/19 21:46:34 657]  [正在初始地图文件 WP20 (825/848)]
[2023/12/19 21:46:34 658]  [正在初始地图文件 WP21 (826/848)]
[2023/12/19 21:46:34 659]  [正在初始地图文件 WP22 (827/848)]
[2023/12/19 21:46:34 659]  [正在初始地图文件 WP24 (829/848)]
[2023/12/19 21:46:34 661]  [正在初始地图文件 WP25 (830/848)]
[2023/12/19 21:46:34 662]  [正在初始地图文件 WP12 (832/848)]
[2023/12/19 21:46:34 663]  [正在初始地图文件 WP13 (833/848)]
[2023/12/19 21:46:34 663]  [正在初始地图文件 WP15 (835/848)]
[2023/12/19 21:46:34 664]  [正在初始地图文件 WP16 (836/848)]
[2023/12/19 21:46:34 665]  [正在初始地图文件 WP07 (837/848)]
[2023/12/19 21:46:34 666]  [正在初始地图文件 WP28 (839/848)]
[2023/12/19 21:46:34 667]  [正在初始地图文件 WP08 (840/848)]
[2023/12/19 21:46:34 668]  [正在初始地图文件 WP11 (842/848)]
[2023/12/19 21:46:34 668]  [正在初始地图文件 WP01 (844/848)]
[2023/12/19 21:46:34 669]  [正在初始地图文件 WP23 (845/848)]
[2023/12/19 21:46:34 671]  [正在初始地图文件 WP29 (846/848)]
[2023/12/19 21:46:34 673]  [正在初始地图文件 WP35 (847/848)]
[2023/12/19 21:46:34 674]  [正在初始地图文件 WP03 (848/848)]
[2023/12/19 21:46:35 456] {异常} 刷怪配置错误, 行113, 没这个地图: [E605]
[2023/12/19 21:46:35 456] {异常} 刷怪配置错误, 行114, 没这个地图: [E605]
[2023/12/19 21:46:35 456] {异常} 刷怪配置错误, 行119, 没这个地图: [E601]
[2023/12/19 21:46:35 456] {异常} 刷怪配置错误, 行120, 没这个地图: [E601]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2531, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2532, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2533, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2534, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2535, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2536, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2537, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2538, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2539, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2540, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2541, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2542, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2543, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2544, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2545, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2546, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2547, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2548, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2549, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2550, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2551, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2552, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2553, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2554, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2555, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2557, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2558, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2559, 没这个地图: [H104]
[2023/12/19 21:46:35 508] {异常} 刷怪配置错误, 行2560, 没这个地图: [H104]
[2023/12/19 21:46:35 583] 已读取 2个行会信息...
[2023/12/19 21:46:35 597] {YouMeSDK}App Key：YOUME07FE20B...
[2023/12/19 21:46:35 597] {YouMeSDK}Api Key：1b96380f1a9f...
[2023/12/19 21:46:35 597] {YouMeSDK}App Secret：t8IKpTDli...
[2023/12/19 21:46:35 609] 已读取 1个城堡信息...
[2023/12/19 21:46:35 624] [错误信息] 城堡初始化城门失败，检查怪物数据库里有没城门的设置: 沙巴克城门
[2023/12/19 21:46:35 624] [错误信息] 城堡初始化左城墙失败，检查怪物数据库里有没左城墙的设置: 沙巴克左城墙
[2023/12/19 21:46:35 624] [错误信息] 城堡初始化中城墙失败，检查怪物数据库里有没中城墙的设置: 沙巴克右城墙
[2023/12/19 21:46:35 624] [错误信息] 城堡初始化右城墙失败，检查怪物数据库里有没右城墙的设置: 沙巴克中城墙
[2023/12/19 21:46:36 278] 
[2023/12/19 21:46:36 278] 
[2023/12/19 21:46:36 278] 本引擎为免费软件，仅供学习研究使用，禁止使用于商业活动或者其他侵权行为，否则后果自负。
[2023/12/19 21:46:36 278] 官方网站: 引擎
[2023/12/19 21:46:36 278] 程序论坛: 引擎
[2023/12/19 21:46:36 278] 
[2023/12/19 21:46:36 288] {统计}GameServer: 处理:0/0 传输:0/0 角色:0/0
[2023/12/19 21:46:36 289] 登录服务器(127.0.0.1:5600)连接成功...
[2023/12/19 21:46:38 290] {日志} 游戏网关端口(127.0.0.1:5000)打开成功
[2023/12/19 21:46:39 850] 游戏网关[0]R(127.0.0.1:51941)=>L(127.0.0.1:5000)已打开
[2023/12/19 21:46:39 888] 数据库服务器(127.0.0.1:6000)连接成功...
[2023/12/19 21:46:39 906] {加载} 租赁商店数据
[2023/12/19 21:48:26 454] [连接] LS选服添加会话:admin1/2
[2023/12/19 21:51:33 993] 在线数: 1 (1/0)
[2023/12/19 21:51:36 305] {统计}GameServer: 处理:32/46 传输:16/16 角色:31/31
[2023/12/19 21:52:26 814] {卡顿} ProcessMonsters, tick [188]
[2023/12/19 21:54:26 385] {卡顿} ddmir4=>TPlayObject.Run Delaygoto, tick [31]
[2023/12/19 21:55:06 282] {保存} 保存无限仓库和租赁商店
[2023/12/19 21:55:06 972] {保存} 保存变量
[2023/12/19 21:55:06 977] {保存} 系统数据, 类型: 1
[2023/12/19 21:56:33 999] 在线数: 1 (1/0)
[2023/12/19 21:56:36 322] {统计}GameServer: 处理:31/188 传输:0/16 角色:31/188
[2023/12/19 21:57:00 738] {保存} 保存角色完成: ddmir4, TICK: 125
[2023/12/19 22:00:52 722] 游戏网关[0]R(127.0.0.1:51941)=>L(127.0.0.1:5000)已关闭
[2023/12/19 22:00:52 740] [连接] LS请求关闭会话:admin1/2
[2023/12/19 22:00:52 864] {保存} 保存角色完成: ddmir4, TICK: 110
[2023/12/19 22:00:53 026] 登录服务器(127.0.0.1:5600)断开连接...
[2023/12/19 22:00:53 511] {退出} 收到GameCenter的关闭消息
[2023/12/19 22:00:53 511] 游戏网关端口(127.0.0.1:5000)已关闭...
[2023/12/19 22:00:53 635] {保存} 保存无限仓库和租赁商店
[2023/12/19 22:00:54 172] {保存} 保存变量
[2023/12/19 22:00:54 172] {保存} 保存完毕,关服
