[2023/12/22 23:59:41 917]  [正在初始地图文件 0 (2/945)]
[2023/12/22 23:59:41 940]  [正在初始地图文件 0105 (91/945)]
[2023/12/22 23:59:41 941]  [正在初始地图文件 0106 (101/945)]
[2023/12/22 23:59:41 941]  [正在初始地图文件 0101 (111/945)]
[2023/12/22 23:59:41 942]  [正在初始地图文件 0100 (117/945)]
[2023/12/22 23:59:41 942]  [正在初始地图文件 0135 (147/945)]
[2023/12/22 23:59:41 943]  [正在初始地图文件 0134 (148/945)]
[2023/12/22 23:59:41 943]  [正在初始地图文件 0133 (149/945)]
[2023/12/22 23:59:41 944]  [正在初始地图文件 0119 (150/945)]
[2023/12/22 23:59:41 945]  [正在初始地图文件 0118 (151/945)]
[2023/12/22 23:59:41 947]  [正在初始地图文件 0121 (164/945)]
[2023/12/22 23:59:41 949]  [正在初始地图文件 0127 (165/945)]
[2023/12/22 23:59:41 951]  [正在初始地图文件 0130 (166/945)]
[2023/12/22 23:59:41 952]  [正在初始地图文件 0131 (167/945)]
[2023/12/22 23:59:41 952]  [正在初始地图文件 0136 (168/945)]
[2023/12/22 23:59:41 953]  [正在初始地图文件 0132 (169/945)]
[2023/12/22 23:59:41 953]  [正在初始地图文件 0138 (170/945)]
[2023/12/22 23:59:41 954]  [正在初始地图文件 0141 (171/945)]
[2023/12/22 23:59:41 954]  [正在初始地图文件 0140 (172/945)]
[2023/12/22 23:59:41 954]  [正在初始地图文件 0127 (176/945)]
[2023/12/22 23:59:41 954]  [正在初始地图文件 0130 (180/945)]
[2023/12/22 23:59:41 954]  [正在初始地图文件 0131 (184/945)]
[2023/12/22 23:59:41 954]  [正在初始地图文件 0136 (188/945)]
[2023/12/22 23:59:41 955]  [正在初始地图文件 0132 (192/945)]
[2023/12/22 23:59:41 955]  [正在初始地图文件 0138 (200/945)]
[2023/12/22 23:59:41 955]  [正在初始地图文件 0141 (204/945)]
[2023/12/22 23:59:41 955]  [正在初始地图文件 0140 (210/945)]
[2023/12/22 23:59:41 956]  [正在初始地图文件 1 (215/945)]
[2023/12/22 23:59:41 956]  [正在初始地图文件 D021 (221/945)]
[2023/12/22 23:59:41 956]  [正在初始地图文件 D022 (225/945)]
[2023/12/22 23:59:41 957]  [正在初始地图文件 D023 (229/945)]
[2023/12/22 23:59:41 957]  [正在初始地图文件 D024 (233/945)]
[2023/12/22 23:59:41 957]  [正在初始地图文件 2 (238/945)]
[2023/12/22 23:59:41 958]  [正在初始地图文件 D401 (243/945)]
[2023/12/22 23:59:41 958]  [正在初始地图文件 D411 (247/945)]
[2023/12/22 23:59:41 959]  [正在初始地图文件 D413 (251/945)]
[2023/12/22 23:59:41 959]  [正在初始地图文件 D402 (255/945)]
[2023/12/22 23:59:41 959]  [正在初始地图文件 D414 (259/945)]
[2023/12/22 23:59:41 960]  [正在初始地图文件 D403 (263/945)]
[2023/12/22 23:59:41 960]  [正在初始地图文件 D412 (267/945)]
[2023/12/22 23:59:41 960]  [正在初始地图文件 D404 (274/945)]
[2023/12/22 23:59:41 961]  [正在初始地图文件 D416 (277/945)]
[2023/12/22 23:59:41 961]  [正在初始地图文件 D405 (284/945)]
[2023/12/22 23:59:41 961]  [正在初始地图文件 D415 (285/945)]
[2023/12/22 23:59:41 962]  [正在初始地图文件 D406 (292/945)]
[2023/12/22 23:59:41 962]  [正在初始地图文件 3 (296/945)]
[2023/12/22 23:59:41 963]  [正在初始地图文件 0143 (299/945)]
[2023/12/22 23:59:41 964]  [正在初始地图文件 0144 (300/945)]
[2023/12/22 23:59:41 964]  [正在初始地图文件 0145 (301/945)]
[2023/12/22 23:59:41 965]  [正在初始地图文件 0146 (302/945)]
[2023/12/22 23:59:41 966]  [正在初始地图文件 0147 (303/945)]
[2023/12/22 23:59:41 968]  [正在初始地图文件 0149 (304/945)]
[2023/12/22 23:59:41 969]  [正在初始地图文件 0158 (305/945)]
[2023/12/22 23:59:41 970]  [正在初始地图文件 0148 (306/945)]
[2023/12/22 23:59:41 971]  [正在初始地图文件 0159 (307/945)]
[2023/12/22 23:59:41 971]  [正在初始地图文件 0160 (308/945)]
[2023/12/22 23:59:41 971]  [正在初始地图文件 0161 (309/945)]
[2023/12/22 23:59:41 971]  [正在初始地图文件 0144 (312/945)]
[2023/12/22 23:59:41 971]  [正在初始地图文件 0145 (317/945)]
[2023/12/22 23:59:41 972]  [正在初始地图文件 0146 (325/945)]
[2023/12/22 23:59:41 972]  [正在初始地图文件 0147 (330/945)]
[2023/12/22 23:59:41 972]  [正在初始地图文件 0148 (333/945)]
[2023/12/22 23:59:41 973]  [正在初始地图文件 0149 (336/945)]
[2023/12/22 23:59:41 973]  [正在初始地图文件 0158 (341/945)]
[2023/12/22 23:59:41 973]  [正在初始地图文件 0159 (347/945)]
[2023/12/22 23:59:41 974]  [正在初始地图文件 0160 (351/945)]
[2023/12/22 23:59:41 974]  [正在初始地图文件 0161 (355/945)]
[2023/12/22 23:59:41 975]  [正在初始地图文件 0150 (363/945)]
[2023/12/22 23:59:41 975]  [正在初始地图文件 0151 (364/945)]
[2023/12/22 23:59:41 975]  [正在初始地图文件 0152 (365/945)]
[2023/12/22 23:59:41 976]  [正在初始地图文件 0153 (366/945)]
[2023/12/22 23:59:41 976]  [正在初始地图文件 0154 (367/945)]
[2023/12/22 23:59:41 976]  [正在初始地图文件 0155 (368/945)]
[2023/12/22 23:59:41 976]  [正在初始地图文件 0156 (369/945)]
[2023/12/22 23:59:41 977]  [正在初始地图文件 0151 (376/945)]
[2023/12/22 23:59:41 977]  [正在初始地图文件 0152 (387/945)]
[2023/12/22 23:59:41 977]  [正在初始地图文件 0153 (391/945)]
[2023/12/22 23:59:41 977]  [正在初始地图文件 0154 (397/945)]
[2023/12/22 23:59:41 978]  [正在初始地图文件 0155 (405/945)]
[2023/12/22 23:59:41 978]  [正在初始地图文件 0156 (411/945)]
[2023/12/22 23:59:41 978]  [正在初始地图文件 0157 (417/945)]
[2023/12/22 23:59:41 979]  [正在初始地图文件 D501 (421/945)]
[2023/12/22 23:59:41 979]  [正在初始地图文件 D502 (425/945)]
[2023/12/22 23:59:41 980]  [正在初始地图文件 D503 (429/945)]
[2023/12/22 23:59:41 981]  [正在初始地图文件 D504 (433/945)]
[2023/12/22 23:59:41 983]  [正在初始地图文件 D505 (437/945)]
[2023/12/22 23:59:41 984]  [正在初始地图文件 D5061 (441/945)]
[2023/12/22 23:59:41 986]  [正在初始地图文件 D5071 (448/945)]
[2023/12/22 23:59:41 987]  [正在初始地图文件 D5072 (452/945)]
[2023/12/22 23:59:41 988]  [正在初始地图文件 D5073 (456/945)]
[2023/12/22 23:59:41 988]  [正在初始地图文件 D5074 (460/945)]
[2023/12/22 23:59:41 989]  [正在初始地图文件 D515 (464/945)]
[2023/12/22 23:59:41 991]  [正在初始地图文件 D701 (469/945)]
[2023/12/22 23:59:41 993]  [正在初始地图文件 D710 (482/945)]
[2023/12/22 23:59:41 994]  [正在初始地图文件 D711 (486/945)]
[2023/12/22 23:59:41 995]  [正在初始地图文件 D712 (490/945)]
[2023/12/22 23:59:41 996]  [正在初始地图文件 D713 (494/945)]
[2023/12/22 23:59:41 997]  [正在初始地图文件 D714 (498/945)]
[2023/12/22 23:59:41 997]  [正在初始地图文件 D715 (502/945)]
[2023/12/22 23:59:41 998]  [正在初始地图文件 D71601 (506/945)]
[2023/12/22 23:59:41 999]  [正在初始地图文件 D71602 (508/945)]
[2023/12/22 23:59:42 000]  [正在初始地图文件 D71603 (510/945)]
[2023/12/22 23:59:42 000]  [正在初始地图文件 D71604 (512/945)]
[2023/12/22 23:59:42 001]  [正在初始地图文件 D71605 (514/945)]
[2023/12/22 23:59:42 002]  [正在初始地图文件 D71606 (516/945)]
[2023/12/22 23:59:42 002]  [正在初始地图文件 D716 (519/945)]
[2023/12/22 23:59:42 003]  [正在初始地图文件 D717 (523/945)]
[2023/12/22 23:59:42 004]  [正在初始地图文件 R001 (526/945)]
[2023/12/22 23:59:42 005]  [正在初始地图文件 D601 (532/945)]
[2023/12/22 23:59:42 006]  [正在初始地图文件 D602 (540/945)]
[2023/12/22 23:59:42 008]  [正在初始地图文件 D603 (550/945)]
[2023/12/22 23:59:42 010]  [正在初始地图文件 D604 (560/945)]
[2023/12/22 23:59:42 010]  [正在初始地图文件 D605 (565/945)]
[2023/12/22 23:59:42 012]  [正在初始地图文件 D606 (569/945)]
[2023/12/22 23:59:42 014]  [正在初始地图文件 D607 (572/945)]
[2023/12/22 23:59:42 015]  [正在初始地图文件 D608 (573/945)]
[2023/12/22 23:59:42 017]  [正在初始地图文件 D609 (577/945)]
[2023/12/22 23:59:42 018]  [正在初始地图文件 D610 (584/945)]
[2023/12/22 23:59:42 019]  [正在初始地图文件 D611 (585/945)]
[2023/12/22 23:59:42 021]  [正在初始地图文件 D612 (591/945)]
[2023/12/22 23:59:42 022]  [正在初始地图文件 D613 (601/945)]
[2023/12/22 23:59:42 024]  [正在初始地图文件 D614 (605/945)]
[2023/12/22 23:59:42 025]  [正在初始地图文件 D615 (609/945)]
[2023/12/22 23:59:42 026]  [正在初始地图文件 D616 (613/945)]
[2023/12/22 23:59:42 027]  [正在初始地图文件 D617 (617/945)]
[2023/12/22 23:59:42 028]  [正在初始地图文件 D618 (621/945)]
[2023/12/22 23:59:42 029]  [正在初始地图文件 M001 (627/945)]
[2023/12/22 23:59:42 030]  [正在初始地图文件 Q004 (630/945)]
[2023/12/22 23:59:42 030]  [正在初始地图文件 D421 (633/945)]
[2023/12/22 23:59:42 031]  [正在初始地图文件 D422 (634/945)]
[2023/12/22 23:59:42 032]  [正在初始地图文件 D422 (635/945)]
[2023/12/22 23:59:42 033]  [正在初始地图文件 11 (642/945)]
[2023/12/22 23:59:42 034]  [正在初始地图文件 1002 (646/945)]
[2023/12/22 23:59:42 035]  [正在初始地图文件 12 (650/945)]
[2023/12/22 23:59:42 037]  [正在初始地图文件 D10011 (655/945)]
[2023/12/22 23:59:42 038]  [正在初始地图文件 D10012 (659/945)]
[2023/12/22 23:59:42 039]  [正在初始地图文件 D10013 (663/945)]
[2023/12/22 23:59:42 041]  [正在初始地图文件 D1002 (667/945)]
[2023/12/22 23:59:42 043]  [正在初始地图文件 D10031 (675/945)]
[2023/12/22 23:59:42 043]  [正在初始地图文件 D10032 (679/945)]
[2023/12/22 23:59:42 044]  [正在初始地图文件 D1004 (683/945)]
[2023/12/22 23:59:42 045]  [正在初始地图文件 D10051 (689/945)]
[2023/12/22 23:59:42 046]  [正在初始地图文件 D10052 (693/945)]
[2023/12/22 23:59:42 047]  [正在初始地图文件 D10061 (697/945)]
[2023/12/22 23:59:42 048]  [正在初始地图文件 D10062 (701/945)]
[2023/12/22 23:59:42 048]  [正在初始地图文件 4 (708/945)]
[2023/12/22 23:59:42 049]  [正在初始地图文件 B341 (710/945)]
[2023/12/22 23:59:42 049]  [正在初始地图文件 D2000 (722/945)]
[2023/12/22 23:59:42 050]  [正在初始地图文件 D2001 (728/945)]
[2023/12/22 23:59:42 052]  [正在初始地图文件 D2002 (732/945)]
[2023/12/22 23:59:42 054]  [正在初始地图文件 D2004 (736/945)]
[2023/12/22 23:59:42 055]  [正在初始地图文件 D2005 (740/945)]
[2023/12/22 23:59:42 056]  [正在初始地图文件 D2006 (744/945)]
[2023/12/22 23:59:42 057]  [正在初始地图文件 D2007 (748/945)]
[2023/12/22 23:59:42 058]  [正在初始地图文件 D10054 (755/945)]
[2023/12/22 23:59:42 058]  [正在初始地图文件 D2008 (757/945)]
[2023/12/22 23:59:42 059]  [正在初始地图文件 D2009 (761/945)]
[2023/12/22 23:59:42 060]  [正在初始地图文件 D2010 (765/945)]
[2023/12/22 23:59:42 060]  [正在初始地图文件 D10053 (772/945)]
[2023/12/22 23:59:42 061]  [正在初始地图文件 D2011 (775/945)]
[2023/12/22 23:59:42 062]  [正在初始地图文件 D2012 (779/945)]
[2023/12/22 23:59:42 063]  [正在初始地图文件 D2013 (783/945)]
[2023/12/22 23:59:42 063]  [正在初始地图文件 M100 (789/945)]
[2023/12/22 23:59:42 064]  [正在初始地图文件 M101 (793/945)]
[2023/12/22 23:59:42 065]  [正在初始地图文件 H001 (804/945)]
[2023/12/22 23:59:42 065]  [正在初始地图文件 H002 (805/945)]
[2023/12/22 23:59:42 066]  [正在初始地图文件 H003 (808/945)]
[2023/12/22 23:59:42 068]  [正在初始地图文件 H004 (814/945)]
[2023/12/22 23:59:42 070]  [正在初始地图文件 H005 (818/945)]
[2023/12/22 23:59:42 071]  [正在初始地图文件 H006 (822/945)]
[2023/12/22 23:59:42 072]  [正在初始地图文件 H007 (826/945)]
[2023/12/22 23:59:42 073]  [正在初始地图文件 T1061 (830/945)]
[2023/12/22 23:59:42 074]  [正在初始地图文件 T2061 (832/945)]
[2023/12/22 23:59:42 074]  [正在初始地图文件 T2062 (834/945)]
[2023/12/22 23:59:42 075]  [正在初始地图文件 T2063 (836/945)]
[2023/12/22 23:59:42 075]  [正在初始地图文件 T3061 (838/945)]
[2023/12/22 23:59:42 075]  [正在初始地图文件 T3062 (840/945)]
[2023/12/22 23:59:42 076]  [正在初始地图文件 H008 (843/945)]
[2023/12/22 23:59:42 077]  [正在初始地图文件 H009 (846/945)]
[2023/12/22 23:59:42 077]  [正在初始地图文件 H010 (850/945)]
[2023/12/22 23:59:42 077]  [正在初始地图文件 H102 (858/945)]
[2023/12/22 23:59:42 078]  [正在初始地图文件 H106 (861/945)]
[2023/12/22 23:59:42 079]  [正在初始地图文件 T232 (867/945)]
[2023/12/22 23:59:42 079]  [正在初始地图文件 T218 (869/945)]
[2023/12/22 23:59:42 080]  [正在初始地图文件 T339 (871/945)]
[2023/12/22 23:59:42 081]  [正在初始地图文件 T219 (873/945)]
[2023/12/22 23:59:42 081]  [正在初始地图文件 T315 (875/945)]
[2023/12/22 23:59:42 082]  [正在初始地图文件 T118 (877/945)]
[2023/12/22 23:59:42 082]  [正在初始地图文件 H201 (883/945)]
[2023/12/22 23:59:42 083]  [正在初始地图文件 H202 (884/945)]
[2023/12/22 23:59:42 085]  [正在初始地图文件 H203 (887/945)]
[2023/12/22 23:59:42 086]  [正在初始地图文件 H204 (890/945)]
[2023/12/22 23:59:42 088]  [正在初始地图文件 XSC (895/945)]
[2023/12/22 23:59:42 088]  [正在初始地图文件 DBDT (896/945)]
[2023/12/22 23:59:42 089]  [正在初始地图文件 DJT (897/945)]
[2023/12/22 23:59:42 090]  [正在初始地图文件 WP09 (898/945)]
[2023/12/22 23:59:42 091]  [正在初始地图文件 WP18 (899/945)]
[2023/12/22 23:59:42 091]  [正在初始地图文件 WP27 (900/945)]
[2023/12/22 23:59:42 092]  [正在初始地图文件 WP34 (901/945)]
[2023/12/22 23:59:42 092]  [正在初始地图文件 0150 (902/945)]
[2023/12/22 23:59:42 093]  [正在初始地图文件 D701 (903/945)]
[2023/12/22 23:59:42 094]  [正在初始地图文件 WP02 (907/945)]
[2023/12/22 23:59:42 095]  [正在初始地图文件 WP04 (908/945)]
[2023/12/22 23:59:42 096]  [正在初始地图文件 WP14 (909/945)]
[2023/12/22 23:59:42 096]  [正在初始地图文件 WP06 (910/945)]
[2023/12/22 23:59:42 097]  [正在初始地图文件 WP10 (911/945)]
[2023/12/22 23:59:42 098]  [正在初始地图文件 WP19 (912/945)]
[2023/12/22 23:59:42 099]  [正在初始地图文件 WP26 (913/945)]
[2023/12/22 23:59:42 101]  [正在初始地图文件 WP05 (914/945)]
[2023/12/22 23:59:42 103]  [正在初始地图文件 WP30 (915/945)]
[2023/12/22 23:59:42 104]  [正在初始地图文件 WP00 (916/945)]
[2023/12/22 23:59:42 104]  [正在初始地图文件 WP31 (917/945)]
[2023/12/22 23:59:42 105]  [正在初始地图文件 WP32 (918/945)]
[2023/12/22 23:59:42 105]  [正在初始地图文件 WP33 (919/945)]
[2023/12/22 23:59:42 106]  [正在初始地图文件 WP20 (922/945)]
[2023/12/22 23:59:42 107]  [正在初始地图文件 WP21 (923/945)]
[2023/12/22 23:59:42 108]  [正在初始地图文件 WP22 (924/945)]
[2023/12/22 23:59:42 108]  [正在初始地图文件 WP24 (926/945)]
[2023/12/22 23:59:42 109]  [正在初始地图文件 WP25 (927/945)]
[2023/12/22 23:59:42 109]  [正在初始地图文件 WP12 (929/945)]
[2023/12/22 23:59:42 110]  [正在初始地图文件 WP13 (930/945)]
[2023/12/22 23:59:42 111]  [正在初始地图文件 WP15 (932/945)]
[2023/12/22 23:59:42 111]  [正在初始地图文件 WP16 (933/945)]
[2023/12/22 23:59:42 112]  [正在初始地图文件 WP07 (934/945)]
[2023/12/22 23:59:42 112]  [正在初始地图文件 WP28 (936/945)]
[2023/12/22 23:59:42 113]  [正在初始地图文件 WP08 (937/945)]
[2023/12/22 23:59:42 114]  [正在初始地图文件 WP11 (939/945)]
[2023/12/22 23:59:42 116]  [正在初始地图文件 WP01 (941/945)]
[2023/12/22 23:59:42 117]  [正在初始地图文件 WP23 (942/945)]
[2023/12/22 23:59:42 118]  [正在初始地图文件 WP29 (943/945)]
[2023/12/22 23:59:42 118]  [正在初始地图文件 WP35 (944/945)]
[2023/12/22 23:59:42 119]  [正在初始地图文件 WP03 (945/945)]
[2023/12/22 23:59:42 758] {异常} 刷怪配置错误, 行113, 没这个地图: [E605]
[2023/12/22 23:59:42 758] {异常} 刷怪配置错误, 行114, 没这个地图: [E605]
[2023/12/22 23:59:42 758] {异常} 刷怪配置错误, 行119, 没这个地图: [E601]
[2023/12/22 23:59:42 758] {异常} 刷怪配置错误, 行120, 没这个地图: [E601]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2531, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2532, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2533, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2534, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2535, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2536, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2537, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2538, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2539, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2540, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2541, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2542, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2543, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2544, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2545, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2546, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2547, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2548, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2549, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2550, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2551, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2552, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2553, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2554, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2555, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2557, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2558, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2559, 没这个地图: [H104]
[2023/12/22 23:59:42 823] {异常} 刷怪配置错误, 行2560, 没这个地图: [H104]
[2023/12/22 23:59:42 936] 已读取 2个行会信息...
[2023/12/22 23:59:42 947] {YouMeSDK}App Key：YOUME07FE20B...
[2023/12/22 23:59:42 947] {YouMeSDK}Api Key：1b96380f1a9f...
[2023/12/22 23:59:42 947] {YouMeSDK}App Secret：t8IKpTDli...
[2023/12/22 23:59:42 966] 已读取 1个城堡信息...
[2023/12/22 23:59:42 981] [错误信息] 城堡初始化城门失败，检查怪物数据库里有没城门的设置: 沙巴克城门
[2023/12/22 23:59:42 981] [错误信息] 城堡初始化左城墙失败，检查怪物数据库里有没左城墙的设置: 沙巴克左城墙
[2023/12/22 23:59:42 981] [错误信息] 城堡初始化中城墙失败，检查怪物数据库里有没中城墙的设置: 沙巴克右城墙
[2023/12/22 23:59:42 981] [错误信息] 城堡初始化右城墙失败，检查怪物数据库里有没右城墙的设置: 沙巴克中城墙
[2023/12/22 23:59:43 650] 
[2023/12/22 23:59:43 650] 
[2023/12/22 23:59:43 650] 本引擎为免费软件，仅供学习研究使用，禁止使用于商业活动或者其他侵权行为，否则后果自负。
[2023/12/22 23:59:43 650] 官方网站: 引擎
[2023/12/22 23:59:43 650] 程序论坛: 引擎
[2023/12/22 23:59:43 650] 
[2023/12/22 23:59:43 660] {统计}GameServer: 处理:0/0 传输:0/0 角色:0/0
[2023/12/22 23:59:43 661] 登录服务器(127.0.0.1:5600)连接成功...
[2023/12/22 23:59:43 681] [连接] LS选服添加会话:admin1/26
[2023/12/22 23:59:45 656] {日志} 游戏网关端口(127.0.0.1:5000)打开成功
[2023/12/22 23:59:47 924] 游戏网关[0]R(127.0.0.1:58557)=>L(127.0.0.1:5000)已打开
[2023/12/22 23:59:47 943] 数据库服务器(127.0.0.1:6000)连接成功...
[2023/12/22 23:59:47 952] [非法登录] 全局会话验证失败(admin1/192.168.96.1/27)
[2023/12/22 23:59:47 952] 登录失败[没有会话]=>192.168.96.1
[2023/12/22 23:59:47 952] [连接] LS请求关闭会话:admin1/26
[2023/12/22 23:59:47 952] [连接] LS选服添加会话:admin1/27
[2023/12/22 23:59:47 965] {加载} 租赁商店数据
[2023/12/22 23:59:59 068] [连接] LS请求关闭会话:admin1/27
[2023/12/22 23:59:59 100] [连接] LS选服添加会话:admin1/28
[2023/12/23 0:00:30 867] [连接] LS请求关闭会话:admin1/28
[2023/12/23 0:00:30 944] {保存} 保存角色完成: ddmir4, TICK: 94
[2023/12/23 0:01:54 657] [连接] LS选服添加会话:admin1/29
[2023/12/23 0:02:22 594] 游戏网关[0]R(127.0.0.1:58557)=>L(127.0.0.1:5000)已关闭
[2023/12/23 0:02:22 594] 游戏网关端口(127.0.0.1:5000)已关闭...
[2023/12/23 0:02:22 614] [连接] LS请求关闭会话:admin1/29
[2023/12/23 0:02:22 693] {保存} 保存无限仓库和租赁商店
[2023/12/23 0:02:23 232] {保存} 保存变量
[2023/12/23 0:02:23 232] {保存} 保存完毕,关服
